1852870,-1.998005,-9.555733,-1.622333,24.951904,134.729004,-8.075115,8
1852880,-2.572283,-9.443268,-1.272981,26.605783,141.790771,-7.838848,8
1852890,-3.322433,-9.104683,-0.805184,28.075891,144.625974,-7.453817,8
1852900,-4.208973,-8.620136,-0.058624,28.207138,142.070732,-6.736265,8
1852910,-5.490328,-8.386837,1.093519,25.319428,132.147574,-5.974958,8
1852920,-7.033697,-8.438282,2.413160,18.791451,111.986077,-5.992460,8
1852930,-7.739580,-8.355732,2.947955,9.340755,82.951450,-5.642433,8
1852941,-7.385443,-8.309071,3.288933,-1.037495,50.836625,-3.507279,8
1852951,-7.270588,-8.265999,3.451644,-9.980648,19.063043,-1.468381,8
1852961,-7.174873,-8.512463,3.413360,-17.208680,-12.780529,-0.400803,8
1852970,-6.909271,-8.951542,3.119042,-22.336547,-44.326601,-0.068279,8
1852980,-6.741774,-9.054436,2.697906,-24.357955,-75.111299,-0.698325,8
1852990,-6.618544,-8.776867,2.293519,-25.486779,-104.504728,-2.080925,8
1853000,-6.613758,-8.636887,1.830508,-28.356996,-132.244194,-3.629788,8
1853009,-6.390028,-8.703888,1.216750,-32.277267,-158.522391,-5.344913,8
1853019,-6.021534,-9.044865,0.516849,-36.573822,-181.860352,-6.745016,8
1853029,-5.563309,-9.302094,-0.208175,-38.962753,-201.523066,-8.223873,8
1853039,-4.928015,-9.314056,-0.826720,-38.962753,-201.523066,-8.223873,8
1853048,-4.208973,-9.518642,-1.531406,-39.549057,-216.889167,-9.300201,8
1853058,-3.413360,-9.821335,-2.014755,-40.004091,-226.777411,-9.300201,8
1853068,-2.695514,-9.860817,-2.415553,-38.997757,-230.443907,-7.733835,8
1853078,-1.538584,-9.982849,-3.073578,-35.611253,-228.746271,-5.983709,8
1853088,0.260818,-10.576267,-3.830907,-32.321031,-221.010733,-3.892308,8
1853098,1.294516,-10.821533,-4.182652,-28.540756,-204.533267,-1.599641,8
1853108,1.607976,-10.240078,-4.218544,-21.645257,-179.305172,-0.917091,8
1853118,1.964506,-9.708874,-4.182652,-12.308320,-149.045410,-1.590890,8
1853128,2.185842,-9.699299,-4.071384,-5.649080,-116.326845,-1.380875,8
1853138,2.200199,-9.651443,-3.860817,-1.536282,-82.094364,-1.030849,8
1853148,2.100897,-9.568893,-3.597607,2.734031,-47.389312,-1.258366,8
1853158,1.744367,-9.765102,-3.327217,6.479303,-12.964290,-1.275867,8
1853168,1.262213,-9.996010,-3.151345,8.981983,20.226877,-0.602067,8
1853177,1.262213,-9.996010,-2.886938,11.213398,51.177902,0.456760,8
1853187,0.187836,-9.300896,-2.450249,17.251335,78.628631,1.113058,8
1853197,0.187836,-9.300896,-2.450249,23.429298,102.771640,1.454333,8
1853207,-0.533599,-9.438484,-2.304287,25.249429,123.764431,3.405725,8
1853216,-1.093519,-9.355930,-2.065004,26.982064,141.283202,4.639565,8
1853226,-1.517048,-9.111862,-1.834097,27.402084,155.993042,6.013416,8
1853236,-2.076968,-8.959919,-1.596012,26.982064,167.412591,7.518526,8
1853246,-2.696710,-9.230309,-1.403389,25.931976,175.576963,8.944874,8
1853255,-3.242272,-9.335590,-1.179661,25.258179,179.969788,9.391159,8
1853265,-3.608375,-9.177666,-0.821934,24.846902,180.897388,8.944874,8
1853275,-4.072580,-9.404984,-0.543170,22.667985,178.622127,8.988628,8
1853285,-4.521235,-9.665802,-0.167497,21.495407,172.680473,7.833548,8
1853295,-5.079958,-9.757923,0.372084,21.626663,162.652216,5.610886,8
1853305,-5.904285,-9.548553,1.040877,22.011697,147.128592,2.469407,8
1853315,-6.412760,-8.935989,1.384247,20.559089,126.678371,0.229243,8
1853325,-6.513258,-8.557926,1.828115,16.726296,103.672969,0.202991,8
1853335,-6.764505,-8.455032,2.069790,11.834694,78.856139,0.999300,8
1853344,-6.776470,-8.638084,2.187038,7.503130,52.621751,1.699350,8
1853354,-6.518044,-8.931206,2.154736,4.029121,26.247323,2.565663,8
1853364,-6.244066,-9.120239,1.935792,2.331501,0.844216,3.624491,8
1853374,-5.904285,-9.093918,1.678564,1.797712,-22.703760,4.552059,8
1853383,-5.540575,-9.139381,1.357926,1.246422,-44.037814,5.567131,8
1853393,-5.181654,-9.259022,0.961914,0.896396,-62.737918,6.669714,8
1853403,-4.765303,-9.315254,0.547956,1.290175,-78.567810,7.536028,8
1853413,-4.116848,-9.288933,-0.016750,1.500190,-90.477448,8.761112,8
1853422,-3.293717,-9.347557,-0.577866,1.465187,-96.769171,10.922520,8
1853432,-2.401196,-9.562908,-1.083948,1.570195,-96.865416,12.611398,8
1853442,-1.544566,-9.997204,-1.505085,1.963974,-90.696201,13.048928,8
1853452,-0.807577,-10.284344,-1.951345,4.002872,-78.909121,11.727581,8
1853462,-0.404387,-10.152737,-2.143968,7.476873,-62.781677,9.181145,8
1853472,-0.399601,-9.744762,-2.218145,10.749615,-44.580355,6.284685,8
1853482,-0.376869,-9.438484,-2.124825,12.517242,-25.600212,3.720747,8
1853492,-0.625723,-9.403786,-1.887936,12.928524,-6.970104,1.498086,8
1853502,-1.158125,-9.200397,-1.439281,13.471066,9.481094,-0.960844,8
1853512,-1.769491,-8.931206,-0.870987,12.298478,22.318285,-2.964740,8
1853522,-2.422731,-9.006580,-0.368494,9.445766,31.226442,-3.839805,8
