2.74576,-9.22911,1.76949,-1.79016,0.680394,23.9232,7
2.70748,-9.37029,1.77667,-2.65641,1.45039,27.4145,7
2.69671,-9.34875,1.77547,-2.10516,1.63414,30.8182,7
2.6668,-9.39541,1.78504,-2.10516,1.91414,33.9857,7
2.60339,-9.41695,1.78385,-1.65016,1.98414,36.4357,7
2.49332,-9.41216,1.75633,-1.23016,2.01039,38.1069,7
2.17986,-9.50907,1.70608,-0.451412,1.73039,38.9294,7
2.06979,-9.53898,1.68933,0.064836,1.81789,37.8269,7
1.9657,-9.54496,1.69531,0.633585,2.13289,35.7444,7
1.82453,-9.55334,1.68096,1.02733,2.62289,32.4019,7
1.67737,-9.57607,1.7013,0.974834,3.29664,27.7995,7
1.52064,-9.61436,1.71565,0.572335,4.00538,21.867,7
1.34716,-9.64307,1.73719,0.152336,4.85413,14.972,7
1.15334,-9.74356,1.77188,-0.652662,5.83413,7.76201,7
0.953539,-9.85005,1.76231,-1.23891,6.56913,0.385785,7
0.841076,-9.88474,1.75992,-1.16016,7.10287,-6.5442,7
0.581455,-9.90508,1.74197,-0.687662,7.86412,-23.6066,7
0.549152,-9.8991,1.71446,-0.836411,7.47037,-27.6229,7
0.507278,-9.86799,1.69412,-0.635162,6.75287,-30.7466,7
0.518046,-9.79621,1.68335,-0.162663,5.64163,-32.6979,7
0.569491,-9.73041,1.67856,0.108586,4.46913,-33.5816,7
0.672383,-9.60837,1.68814,0.598585,3.08664,-33.3191,7
0.805184,-9.57129,1.69172,0.449835,1.87039,-32.0241,7
0.984646,-9.42054,1.7013,0.799834,0.584144,-29.6616,7
1.17488,-9.40618,1.72522,0.187336,-0.308353,-26.5466,7
1.41775,-9.35115,1.73599,-0.040164,-1.18335,-22.7229,7
2.09372,-9.29491,1.7013,-0.722661,-2.1196,-9.84293,7
2.2995,-9.34636,1.68933,-0.871411,-1.8921,-5.85295,7
2.45743,-9.33918,1.66062,-0.678912,-1.6121,-2.28296,7
2.53041,-9.25902,1.64506,-0.425162,-1.2796,0.700784,7
2.61296,-9.21236,1.65583,-0.687662,-0.990851,3.40453,7
2.70389,-9.34995,1.66062,-1.42266,-0.667102,5.88952,7
2.80439,-9.43848,1.67976,-1.27391,-0.290854,7.98076,7
2.8678,-9.43848,1.67497,-0.757661,0.242895,9.73075,7
2.88096,-9.46361,1.67378,-0.538912,0.977893,11.0345,7
2.85822,-9.43848,1.68335,-0.215163,1.64289,11.9182,7
2.66919,-9.52941,1.69292,-1.09016,3.57664,13.4932,7
2.60698,-9.52702,1.70249,-0.556412,3.78664,13.5982,7
2.50887,-9.56171,1.7013,-0.416412,4.18913,12.9945,7
