-0.424726,-10.7557,-1.27657,1.73537,4.01374,-26.0527,1
-0.415154,-10.5511,-1.31366,2.82037,5.26499,-32.1076,1
-0.342173,-10.4901,-1.25264,3.53787,5.87749,-37.6289,1
-0.215354,-10.5488,-1.26461,4.00162,7.25123,-56.0826,1
-0.190229,-10.2604,-1.2,5.68161,7.30373,-61.3851,1
-0.0514457,-9.99242,-1.09352,6.13661,6.95373,-65.2,1
0.066999,-9.81894,-1.07318,5.47161,6.56874,-67.2913,1
0.198604,-9.73998,-1.07438,4.90286,5.88624,-68.0088,1
0.363709,-9.70409,-1.07797,4.64911,5.06374,-67.9213,1
0.528813,-9.57846,-1.06839,4.72786,4.33749,-67.2825,1
0.72981,-9.39063,-1.05164,5.22661,3.70749,-65.8038,1
0.932004,-9.20399,-1.00498,5.43661,3.0425,-63.2575,1
1.15214,-9.09751,-0.971485,5.02536,2.43,-59.7926,1
1.78265,-9.01854,-1.03011,3.82662,1.555,-46.9826,1
1.9657,-8.8989,-1.03729,3.83537,1.555,-42.6076,1
2.14157,-8.81994,-1.02293,3.35412,1.59875,-37.9351,1
2.2995,-8.78405,-1.03011,2.33912,1.82625,-32.8426,1
2.41077,-8.78764,-1.01815,1.39412,2.1675,-27.3564,1
2.42991,-8.74097,-1.01934,0.886625,2.605,-21.6777,1
2.48375,-8.72542,-0.960718,0.422876,2.7975,-15.8589,1
2.48136,-8.74935,-0.948754,-0.382122,2.94625,-9.89145,1
2.45025,-8.74815,-0.976271,-0.90712,3.0075,-3.85397,1
2.40718,-8.73619,-0.957129,-0.93337,2.85,2.06977,1
2.14875,-8.82831,-0.93679,-2.17587,1.51125,20.5235,1
2.06859,-8.84865,-0.926022,-2.52587,0.776254,25.9309,1
2.00279,-8.89531,-0.914058,-2.98961,-0.0724945,30.8222,1
1.91545,-8.96112,-0.926022,-3.48836,-0.877491,35.3634,1
1.86162,-9.05563,-0.926022,-3.92586,-1.76124,39.3184,1
1.76112,-9.12383,-0.951146,-4.11836,-2.44374,42.7571,1
1.63071,-9.15374,-0.940379,-4.05711,-3.15249,45.9246,1
1.47158,-9.16809,-0.961914,-4.27586,-3.94873,48.9521,1
1.30768,-9.24347,-1.00498,-4.88836,-4.82373,51.7346,1
1.1665,-9.42891,-1.04207,-5.64086,-5.78623,53.7734,1
0.940379,-10.1898,-1.1988,-5.08086,-7.18622,50.6671,1
0.87338,-10.2473,-1.19641,-3.38336,-6.80997,47.4296,1
0.802791,-10.2197,-1.18086,-2.02712,-6.37247,44.0522,1
0.667597,-10.2018,-1.18325,-1.16962,-5.61123,40.7446,1
0.441475,-10.1599,-1.22154,-0.277122,-4.84998,37.5159,1
0.235693,-10.1779,-1.22512,0.554126,-4.30748,34.4359,1
0.0526421,-10.2006,-1.20239,1.10537,-4.06248,31.3647,1
-0.0622133,-10.2401,-1.20837,1.18412,-3.88748,28.3547,1
-0.0909272,-10.2341,-1.1988,1.35037,-3.79998,25.3272,1
-0.0969093,-10.1767,-1.15454,1.66537,-3.65998,22.2385,1
-0.0490528,-10.0152,-1.06839,1.13162,-3.13499,14.3722,1
0.0,-10.014,-1.08634,0.781625,-2.88999,11.9747,1
0.0502492,-9.98764,-1.08395,0.571626,-2.64498,9.70849,1
0.09332,-9.93619,-1.08873,0.352877,-2.38249,7.486,1
0.124427,-9.87876,-1.08873,-0.0233731,-2.19874,5.52601,1
0.144766,-9.82492,-1.09113,-0.539621,-2.01499,3.91601,1
0.144766,-9.79501,-1.09591,-1.10837,-1.88374,2.65601,1
0.15673,-9.79262,-1.11147,-1.62462,-1.81374,1.76352,1
0.191426,-9.80099,-1.11386,-2.01837,-1.77874,1.22977,1
0.211765,-9.80339,-1.12941,-2.19337,-1.72624,0.783519,1
0.185444,-9.87278,-1.15693,-1.95712,-1.67374,-1.29023,1
0.18664,-9.83928,-1.1665,-1.51962,-1.60374,-1.96397,1
0.187836,-9.78783,-1.16171,-1.20462,-1.69124,-2.48022,1
0.184247,-9.74955,-1.16889,-1.29212,-1.70874,-2.54147,1
0.18664,-9.74476,-1.19402,-1.36212,-1.72624,-2.40147,1
0.189033,-9.71485,-1.22154,-1.23087,-1.68249,-2.22647,1
0.235693,-9.65144,-1.22752,-1.01212,-1.58624,-1.98147,1
0.284746,-9.60957,-1.20837,-0.89837,-1.38499,-1.58772,1
0.302692,-9.64666,-1.22154,-1.09962,-1.17499,-1.10647,1
0.314656,-9.7663,-1.2335,-1.39712,-0.859992,-0.572727,1
0.293121,-9.89072,-1.27298,0.396626,0.443755,-0.441477,1
0.307477,-9.82492,-1.24905,1.09662,0.916253,-0.380227,1
0.285942,-9.79501,-1.24068,1.50787,1.345,-0.231478,1
0.265603,-9.76869,-1.22273,1.92787,1.7475,0.0835211,1
0.205783,-9.71007,-1.2,2.33912,2.00125,0.389771,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
