ax,ay,az,gx,gy,gz,id
-0.705882,-9.63469,-2.11166,0.67318,0.607744,1.10247,0
-0.71665,-9.62751,-2.09611,0.69068,0.800243,0.953723,0
-0.736989,-9.60239,-2.09133,0.76068,0.913993,0.822474,0
-0.754935,-9.6,-2.07697,0.734429,0.922743,0.743723,0
-0.759721,-9.60479,-2.07218,0.62943,0.800243,0.708724,0
-0.753739,-9.62153,-2.06261,0.515681,0.091495,0.437474,0
-0.744167,-9.61795,-2.07338,0.58568,-0.109755,0.341225,0
-0.736989,-9.59521,-2.08534,0.53318,-0.241004,0.288725,0
-0.717846,-9.59162,-2.08175,0.55943,-0.328502,0.306225,0
-0.708275,-9.58684,-2.08415,0.55943,-0.346003,0.402475,0
-0.693918,-9.5988,-2.09491,0.58568,-0.214754,0.507474,0
-0.690329,-9.60359,-2.06979,0.58568,-0.0485044,0.577474,0
-0.703489,-9.59521,-2.07817,0.59443,0.091495,0.664974,0
-0.707079,-9.5665,-2.06859,0.66443,0.178995,0.761223,0
-0.731007,-9.57009,-2.06261,0.59443,0.222744,0.988723,0
-0.723828,-9.62153,-2.07218,0.279431,0.0302453,1.51372,0
-0.721436,-9.65503,-2.07458,0.0869318,-0.0397539,1.53122,0
-0.735792,-9.66341,-2.08774,0.156932,-0.0397539,1.34747,0
-0.745364,-9.64905,-2.08893,0.288181,0.0214953,1.07622,0
-0.747756,-9.61196,-2.07936,0.261931,0.0739956,0.848723,0
-0.748953,-9.58086,-2.07458,0.139432,0.0302453,0.577474,0
-0.742971,-9.61555,-2.08056,-0.0705678,0.00399542,0.358725,0
-0.742971,-9.6658,-2.1009,-0.149318,-0.0397539,0.236225,0
-0.747756,-9.68494,-2.10329,0.0169319,-0.101004,0.0874753,0
-0.740578,-9.70648,-2.08175,0.340681,-0.188504,-0.0350242,0
-0.714257,-9.62392,-2.07458,1.91568,-0.0135045,-0.0962739,0
-0.704686,-9.54137,-2.04945,1.95068,0.091495,-0.0787745,0
-0.713061,-9.52702,-2.03749,1.47818,0.143995,0.0612254,0
-0.723828,-9.54496,-2.03629,0.944429,0.283995,0.174975,0
-0.748953,-9.53061,-2.01715,0.524431,0.441494,0.288725,0
-0.752542,-9.53778,-2.02792,-0.0705678,0.397745,0.376225,0
-0.757328,-9.58923,-2.02074,-0.683066,0.353994,0.454974,0
-0.762114,-9.63589,-2.04108,-1.08557,0.213995,0.402475,0
-0.770488,-9.65384,-2.03509,-1.02431,0.0564957,0.139975,0
-0.771685,-9.64666,-2.03868,-0.910565,-0.136004,-0.157524,0
-0.701097,-9.6,-2.09013,-0.516816,-0.827252,-1.07627,0
-0.66999,-9.59043,-2.11406,-0.516816,-0.914752,-1.17252,0
-0.652044,-9.60479,-2.12483,-0.551816,-0.906003,-1.06752,0
-0.619741,-9.61436,-2.14636,-0.551816,-0.836003,-0.840022,0
-0.579063,-9.59521,-2.16909,-0.394317,-0.512253,-0.472523,0
-0.544367,-9.54855,-2.1667,-0.035568,-0.0485044,-0.105024,0
-0.510867,-9.52702,-2.17866,-0.0268179,0.520244,0.288725,0
-0.446261,-9.53539,-2.22173,-0.385567,1.21149,0.787473,0
-0.381655,-9.54975,-2.27198,-0.490567,2.34899,1.22497,0
-0.284746,-9.50309,-2.33779,-0.438067,3.83648,1.64497,0
-0.0430708,-9.44088,-2.53639,-0.683066,11.729,3.40372,0
0.131605,-9.35832,-2.58903,-1.22556,15.299,4.11246,0
0.374477,-9.41096,-2.74576,-2.38931,19.8227,5.25871,0
0.605384,-9.54377,-2.90249,-2.92306,25.8427,6.46621,0
0.617348,-9.51744,-3.01256,-2.33681,33.1401,7.3062,3
0.594616,-9.33559,-3.0329,-1.92556,40.8751,8.1987,3
0.565902,-9.25663,-3.02094,-2.66056,48.4701,9.5112,3
0.437886,-9.28893,-3.0652,-3.76306,55.8901,10.9724,3
0.361316,-9.37507,-3.03529,-4.62055,62.8813,12.2587,3
0.264407,-9.41695,-3.07597,-5.0318,69.4088,13.3874,3
0.0275174,-9.6012,-3.12024,-4.5068,87.3112,16.3099,3
-0.178265,-9.55932,-3.0329,-3.61431,92.22,16.8787,3
-0.345763,-9.58445,-2.97308,-3.15056,95.9475,17.3599,3
-0.411565,-9.65623,-2.96112,-2.95806,98.8262,17.7274,3
-0.498903,-9.6993,-2.89172,-2.23181,101.276,17.6749,3
-0.777667,-9.59043,-2.74576,-1.07681,102.842,17.0537,3
-0.952343,-9.52941,-2.60459,-0.875565,102.912,16.3974,3
-1.02652,-9.59162,-2.57348,-1.33056,101.81,15.9162,3
-0.985843,-9.68853,-2.54955,-1.26931,100.401,15.2687,3
-1.1007,-9.69691,-2.44427,-0.525566,98.8612,14.2187,3
-1.19641,-9.55095,-2.32463,-0.254317,90.4875,11.9349,3
-1.20718,-9.5677,-2.26959,-0.481817,87.1012,11.1999,3
-1.25025,-9.52223,-2.23729,-0.744316,83.4612,10.4299,3
-1.1677,-9.51146,-2.23131,-1.22556,79.4625,9.72995,3
-1.07079,-9.58923,-2.24207,-1.76806,75.805,9.0562,3
-1.10429,-9.60837,-2.20379,-1.77681,72.445,8.04995,3
-1.15454,-9.5653,-2.12841,-1.87306,68.6825,7.03495,3
-1.18804,-9.57009,-2.08175,-2.25806,64.4475,6.27371,3
-1.2012,-9.61555,-2.06381,-2.57306,59.8101,5.56496,3
-1.17727,-9.5988,-2.04586,-2.50306,55.0851,4.92621,3
-1.17846,-9.6335,-1.97767,-2.47681,39.4314,3.83247,3
-1.11864,-9.65025,-1.99202,-2.24056,34.1639,3.54372,3
-1.08155,-9.64666,-1.99442,-1.84681,29.1502,3.21997,3
-1.05763,-9.60837,-2.01476,-1.53181,24.3727,2.90497,3
-1.02054,-9.59162,-2.00877,-1.37431,19.6214,2.65997,3
-0.999003,-9.57966,-2.03629,-1.39181,15.0365,2.38872,3
-0.929611,-9.58445,-2.05184,-1.25181,10.6527,2.19622,3
-0.88654,-9.58923,-2.08893,-0.989315,6.59273,1.90747,3
-0.794416,-9.61196,-2.12722,-0.893065,2.78649,1.60122,3
-0.753739,-9.64426,-2.15234,-0.508066,-0.564752,1.28622,3
-0.788435,-9.65503,-2.14875,1.22443,-9.97973,0.831223,3
-0.845862,-9.68375,-2.17029,2.08193,-13.1472,0.761223,3
-0.849451,-9.71127,-2.15713,2.92192,-16.5947,0.586224,3
-0.875773,-9.71007,-2.16072,3.69192,-20.2347,0.463725,3
-0.909272,-9.74716,-2.132,4.44442,-24.0409,0.297475,3
-1.03729,-9.92781,-2.01236,5.14442,-28.3547,-0.105024,3
-1.25503,-10.0953,-1.96092,6.17691,-33.5871,-1.09377,3
-1.31725,-10.0678,-1.95135,7.81316,-39.7559,-2.46752,3
-1.25145,-9.95533,-1.99442,9.73816,-45.9859,-3.63126,3
-1.15693,-9.85603,-2.03988,11.7594,-51.5158,-4.48001,3
-1.25384,-9.69571,-2.03509,16.0731,-65.6295,-6.53625,3
-1.37109,-9.61914,-1.99801,17.0356,-70.2233,-6.9825,3
-1.44407,-9.57487,-1.96211,17.4381,-75.1758,-7.2625,3
-1.47996,-9.63589,-1.91904,17.5431,-80.4695,-7.4025,3
-1.49192,-9.64067,-1.99322,18.1031,-85.562,-7.46375,3
-1.3005,-9.52821,-2.09731,19.1094,-90.042,-7.07875,3
-0.824327,-9.54137,-2.28873,19.6694,-92.6758,-5.96751,3
-0.488136,-9.55573,-2.4323,20.1244,-92.8419,-4.89126,3
-0.32662,-9.40857,-2.45862,20.3606,-91.197,-4.24376,3
-0.281156,-9.38704,-2.31625,19.0306,-89.0007,-3.95501,3
-0.539581,-9.4337,-2.132,11.4444,-84.2408,-6.14251,3
-0.494118,-9.47557,-2.1332,9.70316,-82.8058,-6.88626,3
-0.410369,-9.55573,-2.10209,8.90691,-80.7758,-7.07,3
-0.319442,-9.48275,-2.20977,9.09065,-77.9233,-6.62375,3
-0.04666,-9.51864,-2.24686,9.16941,-74.2308,-5.44251,3
-0.0526421,-9.50309,-2.25045,9.4669,-69.3046,-4.34001,3
-0.149551,-9.34397,-2.20738,9.2919,-64.5358,-3.47377,3
-0.149551,-9.45164,-2.07697,7.27941,-60.7996,-2.81752,3
-0.257228,-9.63948,-2.07817,4.37442,-57.6671,-2.75627,3
-0.457029,-9.60718,-1.95254,2.95692,-55.0158,-3.56126,3
-0.230907,-9.72562,-2.01476,-1.17306,-49.3984,-3.39501,3
-0.2333,-9.74237,-2.04945,-0.219317,-45.5309,-3.01877,3
-0.342173,-9.45643,-1.94776,0.909429,-41.5846,-2.79126,3
-0.476171,-9.35832,-1.84726,0.0781817,-38.6184,-2.12627,3
-0.573081,-9.50428,-1.87836,-1.75931,-36.4571,-1.34752,3
-0.575474,-9.62392,-1.90588,-2.94931,-34.6721,-1.06752,3
-0.490528,-9.65862,-1.93579,-3.23806,-32.7822,-0.936271,3
-0.425922,-9.70289,-1.92144,-3.47431,-30.5247,-0.621273,3
-0.562313,-9.70648,-1.88435,-3.19431,-28.0922,-0.411273,3
-0.80997,-9.63708,-1.76112,-2.93181,-26.5609,-0.446273,3
-0.818345,-9.89192,-1.79103,-5.30305,-28.8184,-2.59877,3
-0.598205,-10.0869,-1.93938,-4.5593,-28.0834,-3.43877,3
-0.541974,-9.97926,-2.01236,-2.38931,-25.7909,-4.52376,3
-0.497707,-9.73519,-1.94417,-0.788066,-22.9909,-5.24126,3
-0.510867,-9.62632,-1.97288,-0.709316,-20.1297,-5.25001,3
-0.488136,-9.66819,-2.00638,-1.26056,-17.2422,-4.93501,3
-0.518046,-9.67657,-2.00877,-1.38306,-14.276,-4.71626,3
-0.57667,-9.61914,-1.96331,-1.25181,-11.5897,-4.45376,3
-0.62333,-9.56889,-1.93699,-1.36556,-9.31473,-3.85001,3
-0.626919,-9.59162,-1.94058,-1.57556,-7.42473,-2.94876,3
-0.637687,-9.59521,-1.88554,-1.29556,-2.20975,-0.350023,3
-0.693918,-9.62034,-1.85204,-1.26056,-0.862253,0.358725,3
-0.738185,-9.64666,-1.81615,-1.13806,0.117745,0.848723,3
-0.815952,-9.70409,-1.75633,-0.954315,0.598994,1.10247,3
-0.917647,-9.71485,-1.72283,-0.823066,0.616494,1.04122,3
-0.917647,-9.70768,-1.70728,-0.866816,0.0477448,0.848723,3
-0.862612,-9.75792,-1.73599,-0.963065,-0.424754,0.691224,3
-0.832702,-9.73759,-1.75872,-0.604316,-0.459753,0.507474,3
-0.751346,-9.63111,-1.77906,-0.263067,-0.144754,0.279975,3
-0.705882,-9.58445,-1.76829,-0.368067,0.450244,0.358725,3
-0.786041,-9.65982,-1.74556,-1.95181,2.37524,0.358725,3
-0.800399,-9.68135,-1.7324,-2.17931,2.65524,0.0874753,3
-0.860219,-9.68135,-1.71446,-2.27556,2.82149,-0.210024,3
-0.892522,-9.64307,-1.68694,-2.24931,2.67274,-0.385024,3
-0.912861,-9.63111,-1.69771,-2.23181,2.29649,-0.428773,3
-0.892522,-9.64307,-1.74078,-2.24931,1.81524,-0.288774,3
-0.811166,-9.66341,-1.78265,-2.34556,1.57899,-0.113774,3
-0.771685,-9.64307,-1.79222,-2.26681,1.69274,0.0962253,3
-0.742971,-9.6,-1.78983,-2.18806,2.08649,0.288725,3
-0.715453,-9.55214,-1.81376,-2.45931,2.59399,0.568724,3
-0.879362,-9.62751,-1.73599,-3.36056,3.74023,1.56622,0
-0.924825,-9.667,-1.7001,-3.71931,3.51274,1.74997,0
-0.973878,-9.68494,-1.67258,-3.97306,3.00524,1.63622,0
-0.954736,-9.73759,-1.67258,-4.34055,2.20024,1.47872,0
-0.930808,-9.78424,-1.73121,-4.51555,1.48274,1.27747,0
-0.896111,-9.73041,-1.77188,-4.23556,1.11524,0.927473,0
-0.82672,-9.63111,-1.78146,-4.13056,1.04524,0.664974,0
-0.764506,-9.60837,-1.85085,-4.41055,1.32524,0.656224,0
-0.739382,-9.62751,-1.91067,-4.77805,1.96399,0.734973,0
-0.738185,-9.61436,-1.9334,-4.88305,2.89149,0.848723,0
-0.991824,-9.65264,-1.86281,-5.58305,4.36148,1.16372,0
-1.05763,-9.71605,-1.8652,-5.56555,3.66149,1.02372,0
-1.10548,-9.72443,-1.84606,-5.18055,2.53274,0.656224,0
-1.08993,-9.71964,-1.84487,-4.7868,1.16774,0.271224,0
-1.01575,-9.75194,-1.89631,-4.34931,-0.162254,-0.0875244,0
-0.948754,-9.74237,-1.93699,-3.64931,-1.081,-0.481273,0
-0.891326,-9.68973,-1.95733,-2.94931,-1.711,-0.875022,0
-0.83988,-9.69691,-1.98843,-2.59056,-2.05225,-1.10252,0
-0.80638,-9.70648,-2.02074,-2.24056,-2.12225,-1.16377,0
-0.756131,-9.67178,-2.05902,-1.78556,-1.886,-1.19877,0
-0.90329,-9.63111,-1.97767,-0.263067,-0.783501,-0.560022,0
-0.97986,-9.51744,-1.94297,-0.718066,0.555244,0.498724,0
-0.97986,-9.51744,-1.94297,-0.639316,0.117745,0.752473,0
-0.937986,-9.67298,-1.99083,-1.31306,-1.22975,1.25997,0
-0.935593,-9.66819,-2.00159,-1.01556,-1.42225,1.04122,0
-0.92004,-9.62751,-2.00399,-0.788066,-1.56225,0.752473,0
-0.879362,-9.61436,-2.02193,-0.840565,-1.61475,0.437474,0
-0.848255,-9.6335,-2.03629,-0.858065,-1.4835,0.139975,0
-0.861416,-9.62991,-2.04586,-0.709316,-1.256,-0.122524,0
-0.874576,-9.59761,-2.04108,-0.613066,-0.993501,-0.323774,0
-0.880558,-9.62273,-2.0662,-0.910565,-0.809752,0.122476,0
-0.843469,-9.72562,-2.02193,-0.796816,-0.792252,0.253725,0
-0.908076,-9.64426,-2.13081,-0.683066,-0.748502,-0.0875244,0
-0.89013,-9.57727,-2.01117,-0.0443178,-0.801002,-0.0787745,0
-0.885344,-9.58445,-2.02911,-0.420567,-0.897252,0.209975,0
-0.893719,-9.71605,-2.01356,-0.394317,-1.0635,0.516225,0
-0.863809,-9.69212,-2.12124,0.410681,-1.0985,0.577474,0
-0.739382,-9.53061,-2.22173,0.883179,-0.967252,0.402475,0
-0.709471,-9.47318,-2.01356,0.279431,-0.459753,0.0787258,0
-0.79322,-9.60479,-2.0985,-0.324317,0.205245,0.481224,0
-0.827916,-9.68853,-2.01117,1.95068,1.11524,0.516225,0
-0.83988,-9.71246,-1.9992,2.06443,1.15024,0.708724,0
-0.90329,-9.76869,-2.04586,2.39692,1.27274,0.831223,0
-0.896111,-9.67776,-2.02313,3.15817,1.36899,0.629974,0
-0.880558,-9.52223,-1.95374,3.55192,1.52649,0.542474,0
-0.908076,-9.47557,-1.92622,3.09692,1.55274,0.761223,0
-0.92004,-9.52462,-1.94536,2.19568,1.54399,1.01497,0
-0.932004,-9.55095,-1.92144,1.61818,1.51774,1.00622,0
-0.971485,-9.57129,-1.89033,1.17193,1.36024,0.839973,0
-1.0002,-9.59641,-1.88195,0.55943,0.940243,0.603724,0
-0.969093,-9.62512,-1.90828,0.0519317,-0.757252,-0.183774,0
-0.958325,-9.59521,-1.91426,0.0344319,-1.17725,-0.376273,0
-0.908076,-9.58923,-1.9334,-0.149318,-1.54475,-0.577522,0
-0.879362,-9.58445,-1.95374,-0.298067,-1.70225,-0.691272,0
-0.847059,-9.60718,-1.98724,-0.560566,-1.71975,-0.726273,0
-0.824327,-9.62871,-2.00997,-0.726816,-1.571,-0.665023,0
-0.825523,-9.61316,-2.03031,-0.805566,-1.33475,-0.568772,0
-0.815952,-9.55573,-2.02433,-0.691816,-1.03725,-0.472523,0
-0.819541,-9.54257,-2.00877,-0.919315,-0.827252,-0.288774,0
-0.80997,-9.59761,-2.0327,-1.22556,-0.669753,-0.113774,0
-0.800399,-9.60957,-2.03031,-1.25181,-0.346003,-0.0875244,0
-0.817148,-9.68853,-2.06381,-1.09431,-0.302253,0.192475,0
-0.833898,-9.64307,-2.0662,-0.516816,-0.162254,0.306225,0
-0.849451,-9.53898,-2.02911,-0.149318,-0.118504,0.542474,0
-0.888933,-9.54257,-2.02672,-0.341817,-0.249753,1.06747,0
-0.905683,-9.5988,-2.04825,-0.578066,-0.451004,1.50497,0
-0.905683,-9.61675,-2.04825,-0.543067,-0.547252,1.67997,0
-0.92004,-9.59282,-2.03629,-0.534317,-0.617253,1.70622,0
-0.928415,-9.60359,-2.06022,-0.761816,-0.757252,1.67122,0
-0.910469,-9.65264,-2.07218,-0.945565,-0.923502,1.60122,0
-0.862612,-9.67896,-2.0997,-0.333067,-0.722251,0.822474,0
-0.848255,-9.68494,-2.1009,-0.000568032,-0.468503,0.524974,0
-0.844666,-9.6646,-2.1009,0.305681,-0.109755,0.209975,0
-0.844666,-9.63708,-2.09252,0.62943,0.187745,0.00872517,0
-0.85663,-9.60598,-2.07697,0.786929,0.493994,-0.0262742,0
-0.869791,-9.60359,-2.07458,0.891929,0.765244,0.0437255,0
-0.872184,-9.59282,-2.06142,0.935679,0.957743,0.227475,0
-0.88654,-9.59282,-2.04945,0.918179,1.08899,0.341225,0
-0.891326,-9.60479,-2.0315,0.821929,1.10649,0.489974,0
-0.912861,-9.6323,-2.0327,0.74318,1.06274,0.594974,0
-0.905683,-9.60598,-2.00279,0.839429,0.712744,0.349975,0
-0.90329,-9.5988,-2.00758,0.786929,0.555244,0.262475,0
-0.884147,-9.6,-2.01476,0.62068,0.397745,0.201225,0
-0.881755,-9.58205,-2.01236,0.61193,0.318995,0.148725,0
-0.87338,-9.57966,-1.9992,0.524431,0.231495,0.192475,0
-0.876969,-9.58325,-2.01715,0.524431,0.196495,0.279975,0
-0.859023,-9.60479,-1.99561,0.428181,0.135245,0.367475,0
-0.859023,-9.57966,-1.99801,0.471931,0.135245,0.437474,0
-0.870987,-9.55573,-1.99322,0.428181,0.0477448,0.577474,0
-0.870987,-9.56291,-1.99561,0.270681,-0.0747542,0.734973,0
-0.867398,-9.60837,-2.01117,0.419431,-0.00475454,1.32122,0
-0.888933,-9.59521,-2.00638,0.55943,0.126495,1.46997,0
-0.887737,-9.60957,-1.99681,0.53318,0.091495,1.56622,0
-0.909272,-9.58923,-1.99202,0.489431,0.100245,1.62747,0
-0.915254,-9.56889,-1.98724,0.428181,0.100245,1.53122,0
-0.937986,-9.54616,-1.97408,0.121932,-0.00475454,1.49622,0
-0.959521,-9.58923,-1.98604,-0.350567,-0.162254,1.49622,0
-0.941575,-9.65742,-1.99083,-0.613066,-0.302253,1.49622,0
-0.945164,-9.66819,-2.00638,-0.446817,-0.337253,1.39122,0
-0.943968,-9.60957,-2.0004,-0.280567,-0.346003,1.21622,0
-0.958325,-9.6658,-2.00877,-0.971815,-0.652253,0.778723,0
-0.951146,-9.70887,-2.03629,-0.963065,-0.687253,0.559974,0
-0.927218,-9.72443,-2.02074,-0.866816,-0.696002,0.288725,0
-0.892522,-9.70289,-2.08774,-0.744316,-0.564752,-0.0350242,0
-0.912861,-9.69212,-2.06261,-0.534317,-0.284753,-0.306273,0
-0.93679,-9.70289,-2.02552,-0.0793178,0.00399542,-0.288774,0
-0.985843,-9.67776,-2.0339,0.419431,0.187745,-0.271274,0
-1.00379,-9.59401,-2.00159,0.85693,0.213995,-0.297524,0
-0.993021,-9.53898,-1.96092,0.900679,0.0127454,-0.437524,0
-1.02054,-9.57129,-1.9669,0.428181,-0.276003,-0.420023,0
-0.984646,-9.58445,-1.98006,-0.560566,-1.22975,-1.02377,0
-0.969093,-9.60479,-2.0004,-0.849315,-1.45725,-1.15502,0
-0.948754,-9.62991,-2.01356,-0.919315,-1.66725,-1.26877,0
-0.937986,-9.62632,-2.02552,-0.753066,-1.781,-1.39127,0
-0.910469,-9.60837,-2.03629,-0.665566,-1.921,-1.57502,0
-0.902094,-9.61196,-2.04227,-0.656816,-1.99975,-1.63627,0
-0.881755,-9.62512,-2.04825,-0.604316,-2.0435,-1.64502,0
-0.857826,-9.63828,-2.07936,-0.683066,-2.03475,-1.66252,0
-0.824327,-9.66819,-2.06979,-0.656816,-1.956,-1.66252,0
-0.799202,-9.66939,-2.1009,-0.403067,-1.6935,-1.61002,0
-0.788435,-9.61795,-2.07817,-0.184317,-1.046,-1.79377,0
-0.80638,-9.62153,-2.08774,-0.201817,-0.836003,-1.93377,0
-0.803988,-9.5677,-2.07218,-0.158068,-0.731002,-2.03002,0
-0.799202,-9.59043,-2.05902,-0.271817,-0.713502,-1.82002,0
-0.80997,-9.6323,-2.08534,-0.228067,-0.687253,-1.54002,0
-0.805184,-9.58923,-2.08774,0.0694318,-0.704752,-1.28627,0
-0.795613,-9.52821,-2.06142,0.253181,-0.783501,-0.971272,0
-0.789631,-9.53659,-2.07218,0.148182,-0.879753,-0.551272,0
-0.774077,-9.57368,-2.07697,-0.035568,-0.967252,-0.253773,0
-0.79322,-9.56411,-2.07577,-0.0968177,-0.949751,-0.122524,0
-0.769292,-9.57248,-2.08893,-0.481817,-0.512253,0.454974,0
-0.79322,-9.58325,-2.07817,-0.455567,-0.311003,0.559974,0
-0.815952,-9.58684,-2.07697,-0.420567,-0.241004,0.673724,0
-0.833898,-9.59282,-2.07099,-0.411817,-0.258503,0.752473,0
-0.848255,-9.58564,-2.05783,-0.438067,-0.354753,0.787473,0
-0.882951,-9.54137,-2.04706,-0.481817,-0.547252,0.953723,0
-0.879362,-9.51266,-2.03988,-0.613066,-0.879753,1.33872,0
-0.850648,-9.54736,-2.02911,-0.884315,-1.2385,1.67997,0
-0.83988,-9.60957,-2.03988,-1.12056,-1.536,1.95122,0
-0.821934,-9.64426,-2.06142,-1.14681,-1.73725,2.05622,0
-0.807577,-9.62153,-2.06859,-0.884315,-1.6585,1.74122,0
-0.789631,-9.67896,-2.09611,-1.12931,-1.4485,1.49622,0
-0.792024,-9.71127,-2.12722,-1.04181,-0.984751,1.07622,0
-0.818345,-9.67059,-2.11047,-0.595566,-0.494752,0.612474,0
-0.865005,-9.61196,-2.08774,-0.324317,-0.0922542,0.288725,0
-0.88654,-9.60957,-2.07458,-0.289317,0.152745,0.227475,0
-0.900897,-9.60359,-2.0985,-0.350567,0.266494,0.236225,0
-0.909272,-9.59761,-2.08654,-0.411817,0.275245,0.253725,0
-0.915254,-9.60479,-2.08774,-0.438067,0.170245,0.306225,0
-0.930808,-9.6323,-2.0985,-0.481817,-0.00475454,0.402475,0
-0.897308,-9.64786,-2.0997,-0.0268179,-0.529753,0.446224,0
-0.892522,-9.66221,-2.11166,0.174431,-0.643503,0.481224,0
-0.865005,-9.63708,-2.14636,0.419431,-0.661003,0.428725,0
-0.853041,-9.62632,-2.11884,0.55943,-0.512253,0.341225,0
-0.85663,-9.61436,-2.11884,0.61193,-0.284753,0.306225,0
-0.868594,-9.62991,-2.12124,0.74318,-0.0485044,0.314975,0
-0.884147,-9.60239,-2.10209,0.900679,0.0652456,0.192475,0
-0.878165,-9.57009,-2.09013,1.04068,0.135245,0.166225,0
-0.896111,-9.5653,-2.09731,0.944429,0.0302453,0.148725,0
-0.896111,-9.57727,-2.04825,0.918179,0.0127454,0.183725,0
-0.880558,-9.58684,-2.05543,0.786929,-0.774752,0.481224,0
-0.868594,-9.55693,-2.04586,0.85693,-1.0285,0.621224,0
-0.850648,-9.51027,-2.05304,0.62068,-1.21225,0.892473,0
-0.827916,-9.47916,-2.05065,0.401931,-1.26475,1.15497,0
-0.821934,-9.51146,-2.05783,0.0344319,-1.291,1.60122,0
-0.835095,-9.62871,-2.07936,-0.350567,-1.26475,2.02997,0
-0.880558,-9.72203,-2.0674,-0.201817,-1.221,2.07372,0
-0.882951,-9.71366,-2.08175,0.218181,-1.3085,1.94247,0
-0.820738,-9.76151,-2.08175,0.70818,-1.256,1.92497,0
-0.862612,-9.73759,-2.09013,1.41693,-0.976001,1.79372,0
-0.928415,-9.49591,-2.02313,1.79318,-0.617253,1.42622,0
-0.930808,-9.54377,-2.03749,1.23318,-0.521002,1.53997,0
-0.935593,-9.53778,-2.04227,0.944429,-0.389754,1.61872,0
-0.937986,-9.53778,-2.03868,0.524431,-0.354753,1.66247,0
-0.945164,-9.5653,-2.04586,-0.0705678,-0.232254,1.69747,0
-0.94995,-9.60598,-2.05543,-0.333067,-0.162254,1.69747,0
-0.961914,-9.64426,-2.05543,-0.368067,-0.101004,1.56622,0
-0.961914,-9.64307,-2.0674,-0.271817,-0.0747542,1.29497,0
-0.96311,-9.65862,-2.07817,-0.193067,-0.0922542,0.953723,0
-0.978664,-9.64426,-2.08415,-0.000568032,-0.223505,0.603724,0
-0.965504,-9.66341,-2.09491,0.209431,-0.853502,0.122476,0
-0.946361,-9.667,-2.0997,0.515681,-0.906003,0.139975,0
-0.934397,-9.61795,-2.09133,0.909429,-0.888502,0.166225,0
-0.90329,-9.58564,-2.07697,1.07568,-0.739752,0.166225,0
-0.887737,-9.58445,-2.08056,0.848179,-0.591003,0.0787258,0
-0.891326,-9.61436,-2.08175,0.62943,-0.424754,0.0174756,0
-0.904486,-9.61196,-2.07458,0.55068,-0.241004,-0.253773,0
-0.885344,-9.62632,-2.05304,0.524431,-0.127254,-0.376273,0
-0.891326,-9.64187,-2.06261,0.62943,-0.0397539,-0.446273,0
-0.92004,-9.62991,-2.06859,0.821929,0.0477448,-0.498773,0
-0.92004,-9.57487,-2.04108,0.786929,-0.153503,-0.148774,0
-0.924825,-9.57966,-2.03031,0.734429,-0.214754,-0.00877428,0
-0.929611,-9.58205,-2.01715,0.57693,-0.354753,0.113725,0
-0.9332,-9.60718,-2.00997,0.471931,-0.582252,0.209975,0
-0.967896,-9.61316,-1.99561,0.436931,-0.897252,0.209975,0
-0.991824,-9.61675,-1.95733,0.506931,-1.38725,0.201225,0
-1.00498,-9.62512,-1.94177,0.56818,-2.096,0.131225,0
-1.03848,-9.65503,-1.88195,0.62943,-2.95349,-0.0787745,0
-1.08873,-9.65264,-1.89511,0.80443,-4.01224,-0.385024,0
-1.11027,-9.62871,-1.8329,0.979429,-5.37724,-0.691272,0
-1.67856,-9.68016,-1.48714,0.953179,-12.6835,-1.73252,0
-2.07577,-9.7651,-1.29691,0.970679,-17.7585,-2.64252,0
-2.38923,-9.87996,-1.14257,0.953179,-24.8809,-3.85877,0
-2.54596,-10.0259,-1.04806,1.36443,-33.6134,-5.32001,4
-2.56989,-10.1575,-1.06959,2.63317,-42.9584,-6.86875,4
-2.5316,-10.1551,-1.1342,4.95192,-52.2946,-8.72375,4
-2.42991,-10.0056,-1.17727,7.29691,-61.2546,-10.7275,4
-2.32343,-9.8668,-1.22991,8.82816,-69.6808,-12.3375,4
-2.20738,-9.81416,-1.36032,9.5719,-77.3983,-13.6062,4
-2.06022,-9.75673,-1.48475,10.0969,-84.162,-14.8837,4
-1.45842,-9.61436,-1.77428,9.28315,-97.8995,-17.7537,4
-1.32084,-9.63589,-1.86401,9.10815,-100.078,-18.305,4
-1.18804,-9.61076,-1.91904,9.11691,-101.391,-18.6025,4
-1.06361,-9.59043,-1.97168,8.9594,-101.951,-18.5237,4
-0.929611,-9.59162,-2.05663,8.68816,-101.793,-18.2612,4
-0.744167,-9.60957,-2.10568,8.47815,-100.769,-17.8412,4
-0.58983,-9.60957,-2.13679,8.39066,-98.8007,-17.3075,4
-0.465404,-9.54018,-2.18943,8.28566,-96.0007,-16.6775,4
-0.324227,-9.48395,-2.22054,8.11066,-92.3345,-15.785,4
-0.2668,-9.45404,-2.23848,7.76941,-87.9333,-14.7087,4
-0.30987,-9.54975,-2.12841,5.94067,-73.6708,-11.8387,4
-0.252443,-9.57727,-2.07697,5.38942,-69.2083,-11.13,4
-0.211765,-9.60837,-2.09252,5.08317,-64.5096,-10.535,4
-0.144766,-9.59282,-2.065,5.03067,-59.6533,-9.92249,4
-0.0634097,-9.5653,-2.06859,4.89942,-54.4471,-9.19624,4
0.0167497,-9.55812,-2.08056,4.63692,-48.8646,-8.19875,4
0.00957128,-9.5318,-2.06381,4.51442,-42.9671,-7.07,4
