ax,ay,az,gx,gy,gz,id
1.40937,0.112463,10.0929,2.03633,0.692296,2.01097,5
1.38784,0.267996,10.1073,3.15633,0.867295,1.65222,5
1.37707,0.405583,10.1001,2.34258,1.06854,1.26722,5
1.35194,0.443868,10.0594,0.29509,1.27854,0.89097,5
1.31605,0.422333,10.0092,-2.1724,1.45354,0.400972,5
1.30648,0.364905,9.91106,-4.10615,1.76854,-0.0540272,5
1.29452,0.212961,9.85244,-4.6399,2.19729,-0.491526,5
1.3005,0.124427,9.87398,-4.0974,2.42479,-1.01652,5
1.28136,0.0478564,9.9972,-0.168659,1.63729,-1.52402,5
1.27777,0.272782,10.0822,1.29259,1.27854,-1.39277,5
1.29332,0.416351,10.0881,1.79134,0.928545,-1.16527,5
1.27777,0.397208,10.0845,1.87884,0.753546,-0.972774,5
1.27896,0.39003,10.0941,1.64259,0.438547,-1.01652,5
1.2658,0.433101,10.1121,1.06509,0.0535483,-1.18277,5
1.27537,0.5001,10.075,0.461339,-0.208951,-1.20027,5
1.27059,0.563509,10.0343,-0.387408,-0.313951,-1.12152,5
1.24905,0.423529,9.98524,-0.413659,-0.331451,-0.876525,5
1.24905,0.400797,9.97328,-0.308659,-0.61145,-0.920275,5
1.28136,0.457029,9.87159,-1.79615,-0.865199,-0.386526,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
0,0,0,0,0,0,5
1.22154,0.843469,10.2185,-18.0186,17.2735,0.94347,4
1.18923,0.735792,10.2257,-20.0049,19.601,1.48597,4
1.19162,0.574277,10.118,-22.4986,21.666,2.32597,4
1.17009,0.41994,9.92781,-22.6386,24.256,3.04346,4
1.07079,0.29671,9.69212,-21.3699,26.3822,3.93596,4
1.0337,0.184247,9.48395,-19.9523,26.9335,4.53096,4
1.15932,0.179462,9.35832,-19.3836,26.1547,4.57471,4
1.14616,0.178265,9.27816,-19.8386,26.6797,3.17471,4
1.11505,0.0155533,9.25184,-19.6461,27.6685,3.07846,4
1.10668,0.157926,9.30209,-18.9636,27.5022,2.60596,4
1.17607,0.58983,9.55095,-26.0073,30.5472,6.9197,4
1.1318,0.863809,9.63948,-35.9211,30.6435,8.96719,4
0.989432,0.910469,9.62392,-48.1098,31.1072,11.1897,4
0.863809,0.751346,9.48993,-60.421,31.4397,14.3747,4
0.656829,0.702293,9.36311,-70.9034,31.7722,18.7234,4
0.392423,0.681954,9.31645,-80.5372,32.2359,21.6372,4
0.2668,0.661615,9.31286,-90.2496,31.746,24.6734,4
0.0167497,0.332602,9.29013,-99.4896,32.481,27.8321,4
-0.185444,-0.184247,9.3655,-105.571,33.5484,24.9184,4
-0.396012,-0.506082,9.64786,-107.242,33.7059,19.9834,4
-1.02173,-2.73739,10.8658,-85.3409,28.4997,14.6372,4
-1.26221,-3.58564,11.184,-69.6085,22.7597,14.4622,4
-1.20239,-4.2999,11.4556,-52.056,16.5648,11.3734,4
-1.03729,-4.61695,11.6375,-34.1711,9.91477,8.38969,4
-0.855434,-4.76171,11.6782,-16.7761,3.16854,6.9722,4
-0.608973,-4.67557,11.4353,-0.807407,-3.34144,6.0272,4
-0.396012,-4.25563,11.0058,13.5776,-8.08393,4.17221,4
-0.153141,-3.75194,10.5452,25.95,-11.7327,1.79222,4
0.087338,-3.30329,10.1085,37.045,-14.1652,-0.692776,4
0.212961,-2.72662,9.68614,46.0225,-14.9352,-2.86277,4
0.29671,-2.05065,9.32841,51.0975,-15.7402,-2.16277,4
0.387637,-1.78983,9.48514,51.9287,-14.8389,-2.21527,4
0.417547,-1.44287,9.69452,53.1799,-12.8177,-3.11652,4
0.407976,-1.05523,9.92781,51.22,-11.6452,-3.41402,4
0.381655,-0.918843,10.1192,47.51,-11.1114,-3.30902,4
0.364905,-0.656829,10.1635,43.7387,-10.7264,-3.22152,4
0.282353,-0.325424,10.063,38.3137,-10.7177,-3.00277,4
0.256032,-0.245264,9.84646,32.075,-10.7352,-2.54777,4
0.273978,-0.241675,9.66939,25.005,-10.2714,-2.91527,4
0.246461,-0.358923,9.61316,19.16,-9.34393,-3.68527,4
0.355334,-1.26221,9.92901,12.4051,-9.69392,-4.28901,4
0.417547,-1.24786,10.1121,14.2251,-10.4289,-4.21901,4
0.451047,-1.27896,10.3083,16.8238,-10.5339,-4.63026,4
0.401994,-1.23589,10.2628,19.4838,-10.2189,-4.95401,4
0.337388,-1.18086,10.215,23.4738,-10.0789,-5.27776,4
0.295513,-1.04925,10.1372,28.5663,-10.0439,-5.82901,4
0.267996,-0.732203,10.0343,32.1625,-10.6039,-6.24026,4
0.256032,-0.752542,10.0499,33.3438,-11.9427,-6.13526,4
0.321834,-0.520439,10.0463,35.9862,-12.9227,-6.46776,4
0.336191,-0.184247,9.9972,35.9512,-14.3052,-6.41526,4
0.495314,-0.366102,10.1922,35.2337,-20.3339,-6.80901,4
0.565902,-0.113659,10.2556,34.0963,-22.9414,-7.63151,4
0.617348,0.246461,10.0822,31.1475,-25.8201,-7.894,4
0.719043,0.112463,9.95174,27.1138,-28.6201,-7.93775,4
0.789631,-0.197408,9.81296,26.8338,-31.1139,-8.09525,4
0.815952,-0.44985,9.93619,30.29,-33.8438,-8.104,4
0.820738,-0.242871,10.1001,35.68,-36.3201,-8.0865,4
0.868594,0.0681954,10.3705,39.9587,-38.6388,-7.999,4
0.961914,0.282353,10.6504,41.4812,-40.1001,-8.30525,4
1.01456,0.611366,10.7127,39.6962,-39.9951,-9.1715,4
1.34118,0.568295,9.48156,25.7313,-34.7888,-11.6127,4
1.37587,0.64008,9.14058,21.995,-32.6714,-11.6565,4
1.45125,0.62333,9.02452,19.8688,-30.7551,-10.9215,4
1.49192,0.771685,9.14656,16.5175,-28.6814,-9.9415,4
1.54815,0.924825,9.24107,12.8251,-25.6889,-8.874,4
1.59242,1.066,9.20997,7.88132,-22.2764,-7.9465,4
1.65942,1.07797,9.14417,2.07133,-18.7239,-7.57901,4
1.7671,0.951146,9.10468,-0.781157,-14.3489,-7.29026,4
1.78983,1.08873,9.1657,-2.4349,-9.50142,-7.02776,4
1.80897,0.917647,9.20877,-2.4699,-5.03019,-6.38901,4
1.75753,0.71665,9.61436,-0.693658,3.98229,-3.71152,4
1.70489,0.782452,9.72921,-0.492408,6.07353,-2.38152,4
1.63549,1.06959,9.70289,-1.42866,8.04227,-1.13902,4
1.6008,1.1318,9.61316,-3.0474,9.31977,0.0772225,4
1.52542,1.09472,9.58445,-4.50865,10.1073,0.89972,4
1.45842,0.881755,9.71366,-5.22614,10.1948,1.28472,4
1.41894,0.646062,9.85244,-4.2899,9.87977,1.70472,4
1.40339,0.538385,10.051,-3.16115,9.10977,1.92347,4
1.34716,0.518046,10.2736,-1.41991,8.12978,2.33472,4
1.3328,0.492921,10.404,0.347589,6.79103,2.84221,4
1.334,0.583848,10.477,1.99259,2.73979,2.65846,4
1.34237,0.595812,10.3107,0.758839,1.65479,2.07222,4
1.33998,0.544367,10.1862,-0.168659,0.832296,1.57347,4
1.31725,0.423529,10.0881,-0.903657,0.228548,1.16222,4
1.34477,0.434297,9.91226,-1.7174,-0.095202,0.82097,4
1.35793,0.473778,9.7986,-2.30365,-0.383951,0.479721,4
1.35912,0.366102,9.78664,-2.70615,-0.61145,0.182222,4
1.36989,0.208175,9.82253,-2.3649,-0.7602,-0.0277772,4
1.38664,0.35653,9.88953,-1.58615,-0.47145,-0.176527,4
1.42612,0.520439,9.87517,-1.26241,-0.173952,-0.141527,4
1.45125,0.563509,9.83569,-0.0549092,1.71604,-0.474026,4
1.45244,0.595812,9.87398,-0.291159,2.37229,-0.622776,4
1.48475,0.610169,9.86082,-0.588658,2.86229,-0.675275,4
1.49671,0.662812,9.77707,-1.12241,3.36104,-0.482776,4
1.46919,0.667597,9.80339,-1.23616,3.76354,-0.264026,4
1.43091,0.575474,9.84167,-1.06991,3.80729,-0.159027,4
1.40459,0.538385,9.88235,-0.553658,3.76354,-0.089027,4
1.36869,0.644865,9.92901,-0.833657,3.49229,-0.124027,4
1.35673,0.647258,9.96251,-1.49866,2.90604,0.0509726,4
1.31725,0.654437,10.0068,-1.6999,2.38979,0.339722,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
1.15214,0.382851,10.386,-13.6174,20.1522,1.68722,4
1.08395,-0.0251246,10.142,-12.3749,23.0222,1.98472,4
1.04447,-0.306281,9.21715,-2.04115,28.771,3.47221,4
0.999003,-0.501296,9.26141,-0.0724092,29.3397,3.92721,4
0.983449,0.0382851,9.50668,0.20759,29.646,4.30346,4
0.959521,0.355334,9.92781,-1.53366,29.8997,5.76471,4
0.914058,0.441475,10.3705,-5.26989,29.191,7.1997,4
0.878165,0.748953,10.727,-11.8499,27.1085,6.98095,4
0.794416,0.853041,10.7809,-19.4624,24.571,7.40095,4
0.787238,0.943968,10.5691,-27.6698,21.561,7.5847,4
0.813559,1.24905,10.0881,-36.4723,18.6472,9.49219,4
0.741775,1.42373,9.5665,-44.5835,17.3435,12.9134,4
0.284746,0.562313,8.3653,-50.6998,21.9722,18.7759,4
0.222532,-0.0191426,8.59262,-45.3885,25.586,14.5497,4
0.262014,-0.351745,9.12263,-38.8873,27.826,9.2122,4
0.311067,-0.577866,9.84526,-34.2498,28.701,4.85471,4
0.362512,-0.805184,10.5535,-33.6898,28.3072,1.97597,4
0.278764,-1.11984,11.1039,-37.4261,26.2597,0.663471,4
0.211765,-1.62712,11.3587,-43.2448,22.366,0.540971,4
0.128016,-2.17986,11.2905,-47.2435,17.7722,0.252222,4
0.0323031,-2.45743,11.1996,-47.191,12.356,0.330972,4
0.0765703,-2.82233,10.7892,-42.5535,7.90228,-1.15652,4
0.141176,-2.30668,10.0355,-17.6511,0.141047,-8.86525,4
0.284746,-2.0004,10.1001,-9.72363,-1.38145,-10.1865,4
0.340977,-1.70847,10.2138,-3.44115,-2.31769,-10.9127,4
0.299103,-1.45364,10.252,1.40634,-2.99144,-11.0527,4
0.222532,-1.1342,10.1874,5.56257,-3.61269,-10.7465,4
0.0957129,-0.819541,10.0175,8.32757,-4.28644,-10.1252,4
-0.0562313,-0.567099,9.73998,8.46757,-5.36269,-9.6965,4
-0.226122,-0.267996,9.37268,3.74258,-6.65768,-9.51275,4
-0.222532,-0.525224,9.34756,-5.26114,-8.46018,-8.88275,4
-0.200997,-0.598205,9.41096,-9.46113,-9.57142,-7.7715,4
0.122034,-0.76331,9.78185,-5.79489,-8.37268,-4.55151,4
0.228514,-0.927218,10.0223,-0.343658,-7.92643,-2.99402,4
0.435493,-1.06241,10.3178,5.86007,-8.11018,-2.11027,4
0.592223,-1.08275,10.5691,13.7876,-7.61143,-1.38402,4
0.598205,-1.07438,10.7665,19.2125,-7.96143,0.339722,4
0.528813,-1.05284,10.8646,22.8963,-8.59143,1.83597,4
0.477368,-1.03729,10.8514,25.635,-9.79017,2.85971,4
0.454636,-1.21196,10.6863,28.9425,-11.1377,3.71721,4
0.392423,-1.25384,10.3884,34.1925,-12.4414,4.24221,4
0.369691,-1.08634,10.1886,36.5987,-14.0339,4.26846,4
0.534796,-0.953539,9.98883,40.23,-18.1289,0.365972,4
0.535992,-0.477368,10.0068,39.1012,-20.1239,-0.745275,4
0.580259,-0.358923,10.1013,36.1,-22.2939,-1.59402,4
0.567099,-0.567099,10.1755,33.2213,-25.0151,-2.65277,4
0.579063,-0.540777,10.2867,30.5963,-27.7889,-4.19276,4
0.592223,-0.293121,10.319,28.6712,-30.3089,-5.47026,4
0.659222,-0.163908,10.1312,26.0288,-32.0589,-6.24901,4
0.741775,-0.179462,9.92303,22.3713,-32.6276,-6.86151,4
0.845862,-0.439083,9.64786,19.6938,-32.6626,-7.30776,4
0.930808,-0.342173,9.46481,18.46,-32.1464,-7.64901,4
1.1665,-0.0897308,9.21715,14.8463,-29.3026,-7.15026,4
1.18564,0.0562313,9.30807,16.465,-27.9901,-6.87026,4
1.27298,0.0801595,9.44686,17.2263,-27.5001,-6.80026,4
1.37109,-0.12323,9.71964,19.1863,-27.6314,-7.23776,4
1.4656,-0.0658026,10.1061,20.9363,-27.2989,-7.8065,4
1.53619,0.276371,10.3645,20.9013,-26.4414,-7.85025,4
1.5984,0.53001,10.4219,19.1775,-25.6364,-7.6665,4
1.65583,0.522831,10.2556,17.7163,-24.3851,-7.474,4
1.68096,0.588634,9.97567,16.1763,-23.3876,-6.984,4
1.62233,0.577866,9.71485,13.9888,-22.5914,-6.53776,4
1.62951,0.667597,9.54018,12.9213,-16.4751,-4.90151,4
1.67856,0.83988,9.56052,11.2851,-13.5964,-4.26276,4
1.74676,1.03489,9.57846,8.04757,-10.1402,-3.59777,4
1.7671,1.17607,9.51625,3.45383,-6.43893,-2.88902,4
1.77188,0.943968,9.35713,0.0850906,-2.69394,-2.21527,4
1.72403,0.661615,9.21834,-2.11115,0.578546,-1.49777,4
1.63549,0.486939,9.15134,-3.33615,2.70479,-0.614026,4
1.57448,0.267996,9.2662,-3.0824,3.76354,0.593471,4
1.57208,0.324227,9.53659,-1.32366,4.36728,1.66972,4
1.58524,0.447458,9.85603,0.820088,5.04103,2.83346,4
1.64267,0.693918,10.1898,1.29259,6.08228,4.85471,4
1.62592,0.721436,10.1468,-0.781157,5.54853,5.09971,4
1.60917,0.583848,10.1743,-2.6799,4.60353,5.06471,4
1.59123,0.555135,10.2712,-4.63115,3.71979,4.91596,4
1.59482,0.338584,10.319,-5.61114,2.96729,4.68846,4
1.60678,0.191426,10.264,-5.71614,2.40729,4.23346,4
1.57926,0.124427,10.1755,-5.22614,1.75979,3.80471,4
1.58764,-0.0311067,10.0786,-2.9074,1.26979,3.45471,4
1.55533,-0.0562313,10.0128,0.671338,1.12104,3.17471,4
1.54217,-0.0119641,9.94337,3.22633,0.779796,2.70222,4
1.54696,0.306281,9.72921,3.37508,0.771046,1.64347,4
1.55055,0.26321,9.74955,1.76509,0.788546,1.26722,4
1.55533,0.21655,9.81296,-0.142409,0.727296,0.77722,4
1.57448,0.236889,9.75314,-2.0324,0.963545,0.400972,4
1.58285,0.199801,9.80458,-2.86365,0.928545,0.155972,4
1.5661,0.177069,9.95174,-2.5399,0.683546,-0.141527,4
1.59721,0.167497,10.0618,-1.6474,0.438547,-0.351526,4
1.60798,0.226122,10.0427,-0.247409,0.561046,-0.421526,4
1.59721,0.327816,10.0152,0.758839,0.447297,-0.439026,4
1.57089,0.369691,9.99123,1.50259,0.176048,-0.570276,4
1.53499,0.381655,9.87039,-0.501158,-0.138952,-0.736525,4
1.51585,0.301496,9.92303,-0.991157,-0.453951,-0.832775,4
1.51585,0.30987,9.98883,-0.737407,-0.646451,-0.832775,4
1.55294,0.380459,9.98883,-0.116159,-0.6027,-0.579026,4
1.54815,0.405583,9.85603,0.02384,-0.66395,-0.456526,4
1.52901,0.311067,9.76151,0.540089,-0.5502,-0.307776,4
1.51107,0.37328,9.7998,1.22259,-0.59395,-0.0452772,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
0,0,0,0,0,0,4
1.35793,0.399601,9.77707,-5.88239,23.416,-0.316526,4
1.31007,0.40319,9.68375,-8.69114,26.8197,-0.0277772,4
1.28375,0.494118,9.58445,-11.7536,29.8647,0.155972,4
1.24546,0.66999,9.52702,-16.8111,32.7872,0.348472,4
1.21914,0.678365,9.47437,-23.5486,35.4297,0.602221,4
1.17248,0.693918,9.45164,-30.9336,37.7659,0.91722,4
1.02413,0.697507,9.59761,-37.8548,40.3384,1.41597,4
0.758524,0.594616,9.52582,-44.986,41.5022,2.35222,4
0.824327,0.411565,9.19561,-55.381,39.3322,3.25346,4
0.831505,0.801595,8.58903,-65.5747,37.8797,3.23596,4
0.534796,-0.664008,8.94317,-64.061,39.7697,6.73595,4
0.252443,-1.57089,9.88235,-62.3022,38.1159,7.24345,4
0.0897308,-1.77188,11.0429,-61.191,34.2834,6.4297,4
-0.0478564,-1.62951,11.8672,-60.8935,28.2372,6.3947,4
-0.0191426,-1.81137,12.0885,-59.966,20.9835,7.52345,4
0.0143569,-2.15115,11.9426,-57.6297,14.1585,8.56469,4
-0.0550349,-2.46221,11.6291,-51.4523,8.65477,7.9347,4
-0.0837487,-2.66082,11.147,-40.7248,4.65603,5.66846,4
-0.0993021,-2.601,10.7581,-26.6723,1.94354,3.39346,4
-0.0993021,-2.38804,10.3741,-12.3924,0.149797,1.98472,4
0.224925,-1.33878,9.8656,8.55507,-2.31769,1.38097,4
0.191426,-1.16291,9.89312,9.31631,-1.9327,1.64347,4
0.253639,-1.10309,9.88235,8.67757,-1.4602,1.77472,4
0.306281,-0.927218,9.9338,7.76757,-0.926449,2.48347,4
0.270389,-0.860219,10.0403,6.24507,-0.0602016,3.31471,4
0.244068,-0.967896,10.0666,4.11883,0.937295,3.86596,4
0.218943,-1.06002,10.0475,2.12383,1.57604,4.29471,4
0.230907,-1.06839,9.9649,0.907588,1.98729,4.88096,4
0.21655,-0.961914,9.72682,-0.999907,1.89979,5.87845,4
0.0502492,-0.869791,9.35593,-6.45114,0.989795,8.1972,4
-0.128016,-1.25264,9.47318,-10.5374,0.753546,8.13595,4
-0.157926,-1.49073,9.85723,-9.39113,0.149797,7.15595,4
-0.0538385,-1.6343,10.3753,-8.62988,-1.52145,6.29845,4
0.0502492,-1.76231,10.9089,-7.20364,-3.60394,5.9572,4
0.18664,-2.0315,11.1529,0.26009,-5.21394,5.63346,4
0.293121,-2.04825,11.2774,10.6726,-6.73643,4.50471,4
0.348155,-2.07218,11.2259,20.245,-8.64393,2.57971,4
0.345763,-2.03868,11.1027,29.0213,-11.5839,0.269722,4
0.399601,-1.94297,10.922,37.15,-14.5064,-1.73402,4
0.424726,-1.6989,10.7617,44.745,-16.9651,-2.78402,4
0.413958,-0.727417,10.1372,48.5249,-21.9439,-2.95027,4
0.393619,-0.418744,9.82253,45.1912,-22.7839,-3.26527,4
0.460618,-0.455832,9.58086,40.0637,-24.0176,-3.30027,4
0.458225,-0.293121,9.49831,36.7037,-24.1839,-4.28027,4
0.434297,-0.246461,9.54257,32.5038,-24.7526,-4.55151,4
0.467796,-0.411565,9.71246,30.0275,-25.4089,-4.77026,4
0.472582,-0.660419,9.90628,28.575,-26.4851,-5.38276,4
0.600598,-0.808774,9.94576,27.6388,-28.6551,-5.65401,4
0.745364,-0.36012,9.80578,27.1663,-29.6264,-5.62776,4
0.849451,-0.29671,9.78783,25.565,-30.0201,-5.08526,4
1.0002,-0.40319,9.87876,23.885,-28.6989,-4.91901,4
1.066,-0.0741774,9.77587,21.9775,-27.5701,-5.19901,4
1.15095,0.180658,9.47437,17.445,-26.8439,-4.92776,4
1.32443,0.087338,9.29731,11.7051,-26.4239,-4.73526,4
1.3675,-0.020339,9.15852,10.7163,-24.2976,-4.42901,4
1.42014,-0.0586241,9.15972,10.5238,-22.1801,-3.99152,4
1.44167,0.0334995,9.29731,11.2413,-19.6601,-4.32401,4
1.51944,-0.116052,9.28654,12.2213,-18.1026,-4.24527,4
1.62831,-0.0430708,9.41695,13.2713,-16.7901,-3.99152,4
1.61037,0.117248,9.53419,13.9188,-14.6114,-3.86902,4
1.53499,0.401994,9.55095,6.78757,-9.34393,-3.51902,4
1.51466,0.553938,9.50907,2.23758,-7.99643,-3.24777,4
1.46082,0.467796,9.51386,-1.18366,-6.72768,-2.84527,4
1.4321,0.301496,9.60957,-1.90115,-5.41519,-2.19777,4
1.42253,0.174676,9.77228,-1.60365,-4.33019,-1.73402,4
1.41894,0.172283,9.9003,-1.24491,-3.58644,-1.36652,4
1.47517,0.190229,9.97328,-1.72615,-3.07894,-1.03402,4
1.48953,0.299103,10.0116,-1.91865,-1.9152,-0.491526,4
1.45244,0.332602,10.0403,-1.9799,-0.7077,0.0422225,4
1.37468,0.288335,10.0032,-2.3474,0.193548,0.514721,4
1.31486,-0.0191426,9.9984,-3.21365,0.946045,1.12722,4
1.32084,-0.0885344,10.0606,-2.3824,0.692296,1.45972,4
