timestamp,ax,ay,az,gx,gy,gz,TARGET
558692,-5.324028,-8.828312,-0.766899,-1.419578,-0.562645,83.216581,2
558702,-5.653038,-8.805580,-0.790827,0.181789,-0.816414,78.561249,2
558713,-5.845661,-8.743366,-0.809970,0.899341,-1.061432,72.742066,2
558723,-6.016748,-8.557926,-0.839880,1.301871,-1.297698,66.397858,2
558734,-6.181852,-8.288731,-0.842273,1.275619,-1.507714,60.526185,2
558744,-6.344564,-8.023129,-0.875773,0.453058,-1.525215,55.415816,2
558755,-6.515652,-7.970486,-0.908076,-0.614519,-1.306449,51.241760,2
558765,-6.692720,-8.057823,-0.942772,-1.612092,-0.982676,47.207704,2
558776,-6.854235,-8.191822,-0.936790,-2.259640,-0.807663,42.631135,2
558786,-6.966698,-8.416748,-0.970289,-2.627165,-0.860167,37.284486,2
558797,-7.063608,-8.600998,-1.002592,-2.303392,-0.956424,30.563996,2
558807,-7.124624,-8.636887,-1.010967,-1.428329,-1.201442,22.767174,2
558818,-7.172482,-8.599800,-1.006181,-0.702026,-1.358953,14.454075,2
558828,-7.228712,-8.489727,-1.036091,0.173038,-1.595220,6.333483,2
558839,-7.269390,-8.286339,-1.062413,1.310621,-1.726480,-1.095810,2
558849,-7.087536,-8.307873,-1.013360,1.608143,-1.962747,-7.431273,2
558860,-6.967896,-8.360516,-1.025324,1.415629,-2.041502,-13.014179,2
558870,-6.869789,-8.427513,-1.001396,1.695649,-2.207765,-18.675842,2
558880,-6.786041,-8.610565,-1.020538,2.299443,-2.321524,-24.626274,2
558890,-6.721434,-8.775673,-1.040877,2.859484,-2.312773,-38.154755,2
558901,-6.641273,-8.732601,-1.050448,3.953312,-2.094007,-45.645308,2
558911,-6.606579,-8.591423,-1.038484,7.523579,-1.927745,-52.978349,2
558922,-6.568295,-8.449051,-1.019342,8.608654,-1.883992,-59.488802,2
558932,-6.454634,-8.254036,-1.002592,9.229950,-1.918994,-65.001678,2
558943,-6.306280,-8.182251,-0.933200,9.203697,-1.997750,-69.359527,2
558953,-5.875572,-8.533997,-0.826720,8.459892,-2.269018,-73.446078,2
558975,-5.875572,-8.533997,-0.826720,8.004856,-2.837811,-82.441711,2
558986,-5.676970,-8.608173,-0.839880,8.171124,-3.082829,-86.318274,2
558996,-5.456829,-8.569889,-0.824327,9.124943,-3.205339,-89.984770,2
559005,-5.321632,-8.417946,-0.818345,10.122513,-3.345347,-93.152533,2
559015,-5.182852,-8.219337,-0.802791,10.472538,-3.389102,-95.051422,2
559025,-4.986639,-8.053040,-0.778863,10.271275,-3.642870,-95.182676,2
559035,-4.721035,-8.039879,-0.754935,9.676235,-3.879137,-93.572540,2
559045,-4.419540,-8.201393,-0.735792,8.932426,-3.966642,-90.851078,2
559055,-4.131205,-8.421535,-0.686740,8.573650,-4.062901,-87.945890,2
559065,-3.830907,-8.586639,-0.674776,8.512398,-4.141655,-85.364447,2
559076,-3.574875,-8.679958,-0.650847,8.661156,-3.879137,-82.678013,2
559086,-3.393021,-8.653637,-0.665204,9.256203,-3.537861,-79.737792,2
559096,-3.235094,-8.526817,-0.628116,10.070012,-3.074079,-76.368775,2
559106,-3.089132,-8.438282,-0.576670,10.446285,-2.575293,-72.072206,2
559116,-2.977866,-8.455032,-0.546760,10.315030,-2.137760,-67.285614,2
559126,-2.872581,-8.488533,-0.510867,9.877499,-1.892743,-62.367783,2
559135,-2.733798,-8.615353,-0.478564,9.142441,-1.647725,-57.449908,2
559145,-2.610567,-8.785240,-0.453440,8.459892,-1.411457,-52.890840,2
559155,-2.492123,-8.938381,-0.410369,8.057365,-1.061432,-48.979297,2
559165,-2.392821,-8.982651,-0.398405,7.899849,-0.720157,-45.522799,2
559174,-2.304287,-8.963509,-0.373280,7.838596,-0.352630,-42.328811,2
559184,-2.258823,-8.989830,-0.366102,7.637337,0.093653,-39.134827,2
559194,-2.207377,-8.992222,-0.346959,7.331062,0.531185,-35.940843,2
559204,-2.167896,-8.988632,-0.314656,7.208553,0.819956,-32.703094,2
559214,-2.163110,-8.998203,-0.314656,6.806025,1.038722,-29.412872,2
559224,-2.160717,-8.976669,-0.282353,6.342239,1.117477,-26.096382,2
559234,-2.165504,-9.011364,-0.283549,5.668438,1.099976,-22.701142,2
559244,-2.149950,-9.110668,-0.276371,4.907133,1.064973,-19.437141,2
559254,-2.102094,-9.219540,-0.266800,4.154579,1.091226,-16.549431,2
559264,-2.062612,-9.305683,-0.266800,3.550785,1.152480,-14.081760,2
559274,-2.041077,-9.358322,-0.269192,3.227012,1.301241,-12.086613,2
559284,-2.031505,-9.334396,-0.269192,3.165758,1.432500,-10.485249,2
559294,-2.044665,-9.286541,-0.259621,3.060749,1.537508,-9.198902,2
559303,-2.053041,-9.330807,-0.260818,2.404450,1.555009,-7.947557,2
559313,-2.066201,-9.332005,-0.272782,1.861911,1.563760,-6.792477,2
559323,-2.112862,-9.291325,-0.267996,1.538137,1.520007,-5.681145,2
559333,-2.159521,-9.414555,-0.271585,0.960596,1.371246,-4.403551,2
559342,-2.172682,-9.505482,-0.282353,0.759331,1.169981,-3.493485,2
559352,-2.176271,-9.506676,-0.288335,0.846838,0.968717,-2.810935,2
559362,-2.178663,-9.527020,-0.290728,0.593068,0.889961,-2.364653,2
559372,-2.170288,-9.555733,-0.323031,0.444308,0.723699,-2.014627,2
559381,-2.179860,-9.523426,-0.332602,0.488061,0.566187,-2.023377,2
561099,-3.692123,-8.194218,-0.222532,-7.195000,-2.277770,100.306582,2
561109,-3.848853,-9.109470,-0.242871,-9.575176,-2.925318,106.318295,2
561120,-3.797407,-10.066601,-0.252443,-10.712757,-3.537861,105.451989,2
561130,-3.763907,-10.725819,-0.236889,-10.493988,-4.360422,96.815100,2
561141,-4.363308,-10.908871,-0.516849,-10.143963,-5.025473,82.184019,2
561155,-4.363308,-10.908871,-0.516849,-9.391411,-6.023045,44.853792,2
561166,-4.463808,-10.876569,-0.674776,-8.778870,-5.970541,27.343757,2
561175,-4.559521,-10.537983,-0.757328,-6.687464,-5.498005,11.452607,2
561185,-4.632502,-10.027115,-0.802791,-4.421047,-4.832956,-1.620849,2
561195,-4.648054,-9.829708,-0.845862,-3.108451,-4.010397,-11.220299,2
561205,-4.599003,-9.675373,-0.881755,-1.839609,-3.091579,-18.553329,2
561214,-4.528414,-9.580856,-0.886540,-0.597018,-2.207765,-24.031236,2
561224,-4.442272,-9.577267,-0.885344,0.251794,-1.140187,-28.537819,2
561234,-4.307077,-9.578461,-0.898504,1.266868,-0.247622,-32.816865,2
561244,-4.168293,-9.651443,-0.875773,2.281942,0.653694,-37.192185,2
561254,-4.033100,-9.735191,-0.873380,3.253263,1.598763,-41.900024,2
561264,-3.894317,-9.738781,-0.838684,4.627113,2.482577,-46.992922,2
561274,-3.838085,-9.668194,-0.801595,5.974712,3.445148,-52.313294,2
561284,-3.805782,-9.461212,-0.754935,7.339811,4.180201,-57.152376,2
561294,-3.735194,-9.290127,-0.683151,8.136120,4.626482,-60.722642,2
561303,-3.594018,-9.196808,-0.634098,8.276127,4.783993,-62.577777,2
561313,-3.485144,-9.073578,-0.593420,8.941177,4.932753,-62.831559,2
561323,-3.349949,-8.976669,-0.519242,9.571224,4.836496,-61.475220,2
561333,-3.166898,-8.989830,-0.494118,9.781239,4.827747,-58.587508,2
561342,-3.050846,-9.017345,-0.477368,10.183769,4.766491,-54.947252,2
561352,-2.979062,-8.913258,-0.455832,10.183769,4.766491,-54.947252,2
561362,-2.851047,-8.807976,-0.418744,10.603799,4.582727,-47.159166,2
561372,-2.720637,-8.842670,-0.405583,10.420036,4.346462,-47.159166,2
561381,-2.606978,-8.941971,-0.412762,9.719982,4.153948,-42.950106,2
561391,-2.512463,-8.964703,-0.388834,9.046185,3.970185,-39.003571,2
561401,-2.465802,-8.967094,-0.376869,8.486145,3.873928,-35.722077,2
561411,-2.465802,-8.967094,-0.334995,7.672337,3.716417,-32.755616,2
561421,-2.411964,-9.080757,-0.311067,6.814774,3.585157,-29.972923,2
561431,-2.348555,-9.157326,-0.295513,5.860954,3.357641,-27.207718,2
561441,-2.348555,-9.157326,-0.296710,5.318415,3.086370,-24.661286,2
561451,-2.340179,-9.090328,-0.294317,5.090897,2.753846,-22.193596,2
561461,-2.311465,-9.090328,-0.294317,4.837128,2.587584,-19.515900,2
561470,-2.263609,-9.139381,-0.284746,4.592110,2.377569,-16.628189,2
561480,-2.249251,-9.237484,-0.305085,4.382095,2.298814,-13.862995,2
561490,-2.243270,-9.256630,-0.289531,4.382095,2.158804,-11.491574,2
561500,-2.212163,-9.282948,-0.258425,3.979567,2.045045,-9.575180,2
561509,-2.187038,-9.369091,-0.257228,3.270764,1.940038,-7.833799,2
561519,-2.201395,-9.373875,-0.226122,2.946991,1.773776,-6.529957,2
561529,-2.201395,-9.318844,-0.208175,2.614467,1.607513,-5.252363,2
561539,-2.212163,-9.347557,-0.190229,2.150682,1.362495,-3.773506,2
561548,-2.209770,-9.384644,-0.193819,1.713150,1.047472,-2.469661,2
561558,-2.214556,-9.425323,-0.197408,1.371875,0.697447,-1.393332,2
561568,-2.238484,-9.458820,-0.199801,1.214364,0.399925,-0.553271,2
561578,-2.258823,-9.451645,-0.196211,1.153110,0.154907,0.033022,2
561588,-2.237288,-9.470787,-0.195015,0.995599,-0.177617,0.444302,2
561598,-2.210967,-9.562908,-0.197408,0.838087,-0.326378,0.680569,2
561608,-2.197806,-9.611961,-0.197408,0.829335,-0.405134,0.601813,2
561618,-2.182253,-9.598801,-0.197408,0.934344,-0.510141,0.321793,2
561628,-2.193020,-9.556927,-0.206979,0.803084,-0.615149,-0.106988,2
561638,-2.173878,-9.550945,-0.203390,0.566817,-0.553895,-0.597024,2
561648,-2.188235,-9.542572,-0.221336,0.435558,-0.527642,-1.034556,2
561658,-2.200199,-9.499500,-0.224925,0.461809,-0.466388,-1.200818,2
561668,-2.203788,-9.509071,-0.215354,0.339300,-0.396383,-1.183317,2
561677,-2.195414,-9.558125,-0.232104,0.348051,-0.300126,-1.025805,2
561687,-2.189431,-9.558125,-0.235693,0.566817,-0.238872,-0.903296,2
561697,-2.188235,-9.517445,-0.236889,0.785583,-0.238872,-0.850792,2
561707,-2.197806,-9.558125,-0.246461,0.645572,-0.203869,-0.807040,2
561716,-2.194217,-9.602390,-0.265603,0.584318,-0.221370,-0.728284,2
561726,-2.172682,-9.555733,-0.265603,0.733079,-0.151365,-0.763286,2
561736,-2.171485,-9.540176,-0.273978,0.820585,0.032398,-0.894546,2
561746,-2.183450,-9.611961,-0.267996,0.811835,0.137406,-0.929548,2
561755,-2.183450,-9.634693,-0.254835,1.013099,0.321169,-0.990803,2
561765,-2.176271,-9.592819,-0.242871,1.354374,0.417426,-1.157065,2
561775,-2.185842,-9.611961,-0.239282,1.616894,0.636192,-1.087059,2
561785,-2.197806,-9.577267,-0.230907,1.940666,0.767452,-1.025805,2
561795,-2.206182,-9.515053,-0.203390,2.229437,0.872460,-0.868294,2
561805,-2.213360,-9.482750,-0.202193,1.966919,0.837457,-0.649528,2
561815,-2.233698,-9.466000,-0.209372,1.651896,0.872460,-0.448263,2
561825,-2.255234,-9.463608,-0.195015,1.415629,0.802454,-0.229497,2
561835,-2.285144,-9.438484,-0.193819,1.100605,0.679945,-0.036983,2
1145883,-4.174276,-8.974277,0.034696,-16.233650,-131.136167,-24.375236,4
1145894,-3.988833,-9.108273,-0.090927,-19.130112,-139.965570,-24.235229,4
1145904,-3.795014,-9.093918,-0.220140,-20.985246,-147.552357,-24.200234,4
1145915,-3.509072,-9.067596,-0.409172,-22.542863,-154.264154,-24.060218,4
1145924,-3.160916,-8.981453,-0.618544,-24.231737,-159.715757,-23.491433,4
1145935,-2.821136,-9.029308,-0.777667,-25.509324,-163.119745,-21.076257,4
1145945,-2.627317,-9.061615,-0.967896,-26.681917,-163.723564,-19.168617,4
1145956,-2.341375,-9.065205,-1.121037,-28.038271,-161.448359,-16.980949,4
1145965,-1.958524,-9.231503,-1.258624,-28.047013,-157.300591,-14.373264,4
1145976,-1.848454,-9.284145,-1.383051,-26.603158,-151.420164,-11.721817,4
1145986,-1.688136,-9.270985,-1.410568,-25.448074,-144.270935,-9.324142,4
1145997,-1.524227,-9.409771,-1.457228,-24.678025,-136.342776,-7.066479,4
1146006,-1.387836,-9.532997,-1.477567,-23.505433,-127.670896,-5.290100,4
1146017,-1.258624,-9.574875,-1.491924,-21.720300,-118.167723,-3.793740,4
1146027,-1.160518,-9.578461,-1.506281,-19.751405,-107.981992,-2.463642,4
1146037,-1.000199,-9.620338,-1.481156,-17.878770,-97.218695,-1.116044,4
1146047,-0.894915,-9.711266,-1.513459,-15.848629,-85.746613,0.301559,4
1146057,-0.841076,-9.658623,-1.462013,-13.722222,-73.731995,1.474145,4
1146067,-0.733400,-9.674175,-1.472781,-11.674569,-61.349840,2.716737,4
1146077,-0.693918,-9.692123,-1.423728,-9.346897,-48.766403,3.714310,4
1146087,-0.702293,-9.775871,-1.406979,-7.089233,-35.937974,4.755636,4
1146097,-0.762114,-9.696907,-1.356730,-4.507793,-23.363304,5.490688,4
1146107,-0.888933,-9.585640,-1.301695,-2.206376,-11.121167,6.260746,4
1146117,-1.033699,-9.567696,-1.238285,-0.710017,0.604690,6.978300,4
1146127,-1.186839,-9.603588,-1.189232,0.331309,11.682999,7.844608,4
1146137,-1.326819,-9.616749,-1.159322,1.530147,22.070000,8.737175,4
1146147,-1.422532,-9.633499,-1.119840,2.623976,31.853225,9.472229,4
1146157,-1.543369,-9.671783,-1.066002,3.612800,40.988879,10.023521,4
1146167,-1.690528,-9.662212,-1.070787,4.829136,49.538255,10.364796,4
1146176,-1.826919,-9.565300,-1.069591,6.229240,57.448840,10.496056,4
1146186,-1.959721,-9.414555,-1.045663,7.454330,64.781861,10.478554,4
1146196,-2.122432,-9.308075,-1.046859,8.110626,71.484833,10.609814,4
1146206,-2.155931,-9.341572,-1.021734,8.180630,77.689056,10.819829,4
1146215,-2.254038,-9.469589,-1.038484,8.180630,83.420715,10.977337,4
1146225,-2.422731,-9.438484,-1.040877,9.178204,88.609838,10.566063,4
1146235,-2.492123,-9.381054,-1.019342,9.178204,88.609838,10.566063,4
1146245,-2.566300,-9.424126,-1.013360,9.676987,93.055182,9.708496,4
1146255,-2.664406,-9.479160,-1.009770,9.948261,97.010441,9.708496,4
1146265,-2.767298,-9.469589,-0.971485,12.372189,103.503442,9.472229,4
1146275,-2.891725,-9.402592,-0.959521,12.372189,103.503442,9.472229,4
1146285,-2.945562,-9.390625,-0.933200,13.929802,105.988610,10.216035,4
1146295,-3.080757,-9.300896,-0.949950,15.181141,107.887506,10.216035,4
1146305,-3.011365,-9.232700,-0.921236,17.193787,110.547698,11.414871,4
1146315,-3.080757,-9.221931,-0.978664,17.193787,110.547698,11.414871,4
1146325,-3.104685,-9.292519,-0.954736,17.587563,111.869049,13.523778,4
1146335,-3.242272,-9.232700,-0.926022,18.366371,112.901640,13.523778,4
1146344,-3.339183,-9.187237,-0.845862,19.311440,113.487911,14.818871,4
1146354,-3.548554,-9.153736,-0.757328,20.151505,113.356626,16.000206,4
1146364,-3.739980,-9.165703,-0.675972,20.632789,112.236571,16.936516,4
1146374,-3.739980,-9.165703,-0.552742,20.475273,109.786404,17.610321,4
1146383,-3.883549,-9.281754,-0.510867,19.993996,106.321132,17.899094,4
1146393,-3.883549,-9.281754,-0.510867,19.705223,102.383363,18.170365,4
1146403,-3.878763,-9.298504,-0.400797,19.967743,97.859287,17.829087,4
1146413,-3.920638,-9.379860,-0.299103,20.230262,92.783909,17.496567,4
1146422,-3.925423,-9.415749,-0.282353,20.825310,87.341003,17.085281,4
1146432,-3.931405,-9.375072,-0.228514,21.551614,81.775608,16.297730,4
1146442,-3.980458,-9.238682,-0.198604,21.700370,75.982666,15.107644,4
1146452,-3.997209,-9.184845,-0.161515,20.720298,70.075960,13.698788,4
1146462,-3.927815,-9.248253,-0.178265,19.285194,64.134307,12.254933,4
1146472,-4.036690,-9.125023,-0.183051,18.103859,58.210144,10.504802,4
1146482,-3.897905,-9.065205,-0.120837,16.248718,52.373476,8.710926,4
1146492,-3.937387,-9.160915,-0.159123,14.148568,46.685562,7.512085,4
1146502,-3.924227,-9.153736,-0.156730,12.940983,41.190143,6.076982,4
1146512,-3.885942,-9.084343,-0.141176,11.610882,35.826004,4.711882,4
1146522,-3.814157,-9.141773,-0.132802,9.939510,30.689385,3.574297,4
1146532,-3.781854,-9.233894,-0.175872,8.688168,25.806527,2.672983,4
1146542,-3.754337,-9.236290,-0.166301,8.119377,21.133690,1.841672,4
1146551,-3.745962,-9.178860,-0.217747,7.550589,16.653351,1.124120,4
1146561,-3.688534,-9.190826,-0.224925,6.614267,12.453057,0.432819,4
1146571,-3.602392,-9.247059,-0.259621,5.704201,8.471516,-0.144723,4
1146581,-3.571286,-9.250645,-0.284746,5.179163,4.892502,-0.704764,4
1146590,-3.507875,-9.196808,-0.325424,4.724131,1.794777,-1.124794,4
1146600,-3.404984,-9.214756,-0.385244,4.164087,-0.716657,-1.378563,4
1146610,-3.381056,-9.214756,-0.441475,3.822813,-2.843062,-1.404815,4
1146620,-3.328415,-9.217148,-0.486939,3.621550,-4.645695,-1.457319,4
1148232,-4.430307,-8.740974,0.203390,-29.963409,-132.912529,-11.293038,4
1148242,-4.275970,-8.791225,0.001196,-32.991121,-139.956784,-11.555557,4
1148252,-3.930209,-8.863007,-0.275174,-35.765076,-145.469723,-11.739323,4
1148262,-3.471984,-8.977863,-0.604187,-38.005219,-148.479915,-11.511803,4
1148272,-3.002990,-9.090328,-0.880558,-39.300325,-148.724976,-11.074272,4
1148282,-2.664406,-9.158524,-1.171286,-39.632859,-146.117249,-10.199207,4
1148292,-2.243270,-9.265003,-1.385443,-39.361572,-140.989375,-8.991619,4
1148301,-1.862811,-9.413357,-1.615154,-38.005219,-133.210075,-7.486509,4
1148311,-1.597208,-9.541374,-1.763509,-35.187531,-123.383117,-5.657627,4
1148321,-1.472781,-9.554535,-1.896311,-31.442268,-112.103546,-3.741236,4
1148331,-1.383051,-9.598801,-1.907079,-27.959518,-99.940157,-1.886100,4
1148340,-1.329212,-9.652641,-1.922632,-24.065475,-87.321749,-0.258481,4
1148350,-1.336390,-9.678963,-1.885543,-19.760162,-74.554534,1.334135,4
1148360,-1.324426,-9.696907,-1.868793,-15.796120,-61.638579,2.847996,4
1148370,-1.299302,-9.704086,-1.843669,-11.814584,-48.608890,4.134340,4
1148380,-1.328016,-9.766300,-1.810169,-8.226818,-35.552948,5.254421,4
1148390,-1.391425,-9.757923,-1.759920,-4.612799,-22.680757,5.796961,4
1148400,-1.520638,-9.680157,-1.685742,-1.305060,-10.298607,6.024477,4
1148410,-1.695314,-9.576069,-1.551744,1.398887,1.339744,5.980724,4
1148420,-1.911864,-9.535393,-1.409371,3.411535,11.901764,5.928221,4
1148430,-2.128414,-9.528214,-1.339980,5.100407,21.361206,5.788212,4
1148440,-2.315055,-9.456429,-1.244267,6.763029,29.481804,5.324427,4
1148450,-2.453838,-9.422932,-1.156929,7.865608,36.753571,4.886894,4
1148460,-2.604586,-9.415749,-1.141376,8.766922,43.167787,4.475615,4
1148469,-2.688334,-9.387035,-1.104287,9.825752,48.908205,4.046833,4
1148479,-2.762511,-9.335590,-1.070787,10.840825,54.254851,3.723059,4
1148489,-2.889331,-9.280556,-1.027717,11.838402,59.102707,3.495543,4
1148499,-3.020937,-9.225521,-0.989432,12.363442,63.145480,3.425537,4
1148508,-3.115453,-9.153736,-0.946361,12.433445,66.496978,3.346783,4
1148518,-3.108274,-9.139381,-0.928415,12.048413,69.480929,3.504293,4
1148528,-3.093918,-9.274574,-0.920040,11.803395,72.359896,3.696808,4
1148538,-3.078364,-9.418144,-0.897308,12.083416,75.195098,3.399286,4
1148547,-3.163309,-9.470787,-0.905683,13.072243,77.767792,2.515471,4
1148557,-3.238684,-9.464806,-0.885344,14.437341,79.771700,1.334135,4
1148567,-3.316449,-9.476768,-0.853041,14.437341,79.771700,1.334135,4
1148577,-3.424128,-9.407375,-0.868594,15.574925,81.215582,0.222804,4
1148587,-3.335592,-9.372681,-0.832702,16.677498,82.169371,-0.923530,4
1148597,-3.418145,-9.357128,-0.885344,17.920090,83.551970,-2.656157,4
1148607,-3.379860,-9.257824,-0.805184,17.920090,83.551970,-2.656157,4
1148617,-3.388235,-9.235092,-0.812363,18.663895,83.963261,-3.679981,4
1148627,-3.377467,-9.208771,-0.792024,18.716408,84.330778,-3.995005,4
1148636,-3.342772,-9.214756,-0.777667,18.838913,84.453278,-4.345028,4
1148646,-3.309272,-9.192020,-0.721436,18.970169,84.523287,-4.222521,4
1148656,-3.397805,-9.133396,-0.765703,19.215187,84.435797,-3.916249,4
1148666,-3.397805,-9.133396,-0.765703,19.328949,84.295778,-3.303704,4
1148675,-3.335592,-9.043667,-0.754935,18.996422,83.910770,-2.909925,4
1148685,-3.367896,-9.007774,-0.754935,18.357620,83.665743,-2.087365,4
1148695,-3.306879,-9.024525,-0.717846,17.578812,83.254490,-1.212301,4
1148705,-3.382253,-9.020935,-0.750149,17.062523,82.694397,0.056542,4
1148714,-3.349949,-9.010166,-0.695115,16.563744,81.644354,1.027863,4
1148724,-3.363110,-9.053238,-0.664008,15.671181,80.445471,2.139193,4
1148734,-3.483948,-9.055630,-0.642473,14.927377,78.835359,3.119266,4
1148744,-3.402592,-9.066399,-0.549152,14.148568,76.612735,3.793064,4
1148754,-3.595214,-9.108273,-0.553938,13.404766,74.145021,4.615623,4
1148764,-3.595214,-9.093918,-0.492921,12.888473,71.091065,4.904394,4
1148774,-3.647856,-9.145359,-0.502492,12.022164,67.704558,5.333178,4
1148784,-3.604786,-9.203987,-0.498903,11.427116,64.081788,5.586946,4
1148794,-3.695712,-9.164505,-0.490528,11.147099,60.292802,5.656950,4
1148804,-3.610767,-9.152542,-0.465404,10.490799,56.241260,5.464437,4
1148814,-3.634695,-9.233894,-0.490528,9.843254,52.242203,5.525690,4
1148824,-3.668195,-9.178860,-0.457029,9.764496,47.945633,5.219419,4
1148834,-3.662212,-9.176468,-0.436690,9.309464,43.692827,4.921896,4
1148843,-3.744765,-9.148952,-0.440279,8.556908,39.142487,4.571871,4
1148853,-3.664606,-9.116646,-0.445065,7.786850,34.513414,4.143091,4
1148863,-3.688534,-9.110668,-0.467796,6.964293,30.085595,3.889322,4
1148873,-3.680159,-9.183647,-0.498903,6.255493,25.832787,3.609301,4
1148882,-3.623927,-9.248253,-0.504885,5.634197,21.684976,3.434288,4
1148892,-3.637088,-9.266197,-0.506082,5.275417,17.738441,3.285528,4
1148902,-3.625124,-9.285343,-0.496510,4.960398,13.975667,3.066762,4
1148912,-3.609571,-9.332005,-0.522831,4.759132,10.370400,2.970505,4
1148922,-3.609571,-9.248253,-0.544367,4.829136,6.861397,2.856747,4
1148932,-3.564107,-9.151344,-0.575474,4.601620,3.632412,2.847996,4
1148942,-3.479162,-9.115452,-0.628116,3.954073,0.858459,2.856747,4
1148952,-3.415752,-9.085541,-0.687936,3.271523,-1.250446,2.865498,4
1148962,-3.371485,-9.074772,-0.713061,2.518969,-2.781808,2.891749,4
1151611,-4.698305,-8.580654,0.197408,-3.475219,-138.005424,-9.665421,4
1151621,-4.328613,-8.843868,-0.037089,-7.666773,-146.589780,-8.405327,4
1151630,-3.932602,-8.868992,-0.267996,-9.898186,-152.706537,-7.477760,4
1151640,-3.495912,-8.787636,-0.472582,-11.744572,-156.014214,-6.357676,4
1151650,-3.020937,-8.845062,-0.721436,-11.744572,-156.381774,-4.686306,4
1151660,-2.557926,-8.916847,-0.929611,-16.216148,-153.817806,-2.979930,4
1151670,-2.139182,-9.008972,-1.093519,-16.216148,-153.817806,-2.979930,4
1151680,-1.741974,-9.148952,-1.234695,-18.788834,-140.823174,0.380315,4
1151690,-1.497906,-9.371483,-1.317248,-18.788834,-131.092405,1.596654,4
1151700,-1.228714,-9.553337,-1.432103,-19.033852,-119.865358,2.156695,4
1151710,-1.028913,-9.578461,-1.511066,-19.033852,-119.865358,2.156695,4
1151719,-0.734596,-9.720837,-1.561316,-18.132538,-107.124412,1.911676,4
1151729,-0.643669,-9.724426,-1.574476,-17.056213,-92.922153,1.911676,4
1151739,-0.626919,-9.670586,-1.574476,-14.632286,-77.363496,1.797919,4
1151749,-0.648454,-9.565300,-1.536191,-11.884587,-60.991058,1.946680,4
1151758,-0.634098,-9.544964,-1.542173,-9.233139,-44.434829,2.007935,4
1151768,-0.634098,-9.544964,-1.542173,-7.334251,-27.869890,2.392962,4
1151778,-0.672383,-9.523426,-1.482353,-5.619123,-11.304928,2.690484,4
1151788,-0.815952,-9.523426,-1.482353,-3.816494,4.971258,2.804242,4
1151797,-1.026520,-9.497108,-1.429711,-2.258880,20.424888,2.935501,4
1151807,-1.237089,-9.385841,-1.344765,-1.033791,34.662156,3.110516,4
1151817,-1.511066,-9.383446,-1.240678,-0.298737,47.551866,3.408035,4
1151827,-1.832901,-9.439678,-1.164107,0.488821,58.726439,3.486792,4
1151837,-2.043468,-9.437286,-1.039681,1.442640,68.098330,3.285528,4
1151847,-2.288733,-9.479160,-1.000199,2.457713,75.973907,3.268026,4
1151857,-2.504087,-9.410965,-0.923629,3.857817,82.431889,3.110516,4
1151867,-2.578264,-9.422932,-0.873380,4.846640,87.927313,3.101764,4
1151877,-2.732602,-9.456429,-0.894915,5.879213,92.818880,3.215522,4
1151887,-2.870189,-9.389431,-0.862612,7.139305,97.045441,3.145517,4
1151897,-2.993419,-9.342770,-0.776470,7.944363,100.230682,3.171770,4
1151907,-3.202791,-9.329609,-0.745364,8.399395,102.269590,3.513044,4
1151917,-3.363110,-9.340378,-0.620937,9.003193,102.969635,3.801815,4
1151926,-3.568892,-9.293716,-0.571884,9.580734,102.435875,4.414360,4
1151936,-3.585643,-9.267395,-0.555135,9.895756,101.018250,5.070658,4
1151946,-3.621535,-9.218342,-0.568295,10.018269,99.425631,5.683205,4
1151956,-3.494716,-9.215950,-0.608973,10.070771,97.955542,6.251995,4
1151965,-3.477966,-9.225521,-0.595812,10.272034,96.765442,6.960796,4
1151975,-3.658624,-9.186039,-0.512064,10.972089,94.997835,7.503338,4
1151985,-3.976869,-9.101093,-0.344566,11.042092,91.462555,7.617096,4
1151995,-4.059422,-9.186039,-0.202193,9.817001,86.465940,7.389580,4
1152005,-4.070189,-9.413357,-0.166301,8.871929,80.515509,7.118309,4
1152015,-4.052242,-9.471981,-0.174676,9.151955,74.521332,6.339502,4
1152025,-3.889530,-9.445660,-0.193819,9.878258,69.043398,5.621948,4
1152035,-3.844067,-9.384644,-0.285942,10.849575,64.239321,5.210669,4
1152045,-3.745962,-9.300896,-0.333799,11.794647,59.951510,4.974401,4
1152055,-3.710070,-9.207577,-0.354137,12.293434,56.031237,4.948149,4
1152065,-3.738783,-9.181255,-0.329013,12.127171,52.032180,4.729383,4
1152075,-3.778265,-9.188431,-0.271585,11.129597,47.648120,4.134340,4
1152085,-3.768694,-9.267395,-0.233300,9.825752,42.992768,3.434288,4
1152094,-3.821335,-9.314056,-0.242871,9.309464,38.258684,2.594228,4
1152104,-3.821335,-9.275772,-0.227318,9.081951,33.445833,1.596654,4
1152115,-3.775871,-9.265003,-0.250050,8.583160,28.878007,0.940356,4
1152125,-3.684944,-9.220734,-0.295513,8.154381,24.537690,0.327811,4
1152135,-3.605982,-9.165703,-0.346959,7.638092,20.836160,-0.013463,4
1152145,-3.491126,-9.142967,-0.382851,6.911789,17.668434,-0.372240,4
1152156,-3.390628,-9.187237,-0.399601,6.080479,15.034497,-0.389741,4
1152166,-3.370289,-9.208771,-0.434297,5.529188,12.890587,-0.354738,4
1152176,-3.348753,-9.166897,-0.422333,5.135410,10.869191,-0.407242,4
