947003,-1.582851,-10.068989,-1.524227,25.163314,126.186001,-8.096043,3
947013,-1.947757,-9.359520,-1.397408,26.300905,131.970155,-22.350838,3
947023,-1.980059,-9.477962,-1.268195,26.720932,135.155392,-10.878750,3
947033,-2.240877,-9.614357,-1.142572,26.580925,137.106681,-10.388714,3
947043,-2.449053,-9.487534,-0.947557,27.893524,137.763000,-10.178699,3
947052,-2.780458,-9.355930,-0.729810,28.549812,136.301696,-9.434895,3
947062,-2.965901,-9.327217,-0.527617,27.849770,132.906497,-9.636158,3
947072,-3.040080,-9.361912,-0.330209,26.502168,127.971101,-8.804848,3
947082,-3.190827,-9.209969,-0.083749,25.609596,121.766937,-7.010967,3
947091,-3.455235,-9.068790,0.145962,24.305756,113.891351,-4.123257,3
947101,-3.613160,-9.103489,0.350548,21.776826,104.580653,-1.743083,3
947112,-3.726819,-9.141773,0.540777,19.230385,93.887396,0.234561,3
947122,-3.871585,-9.144165,0.741775,16.998971,82.214022,2.789748,3
947132,-4.003189,-9.172878,0.953539,14.312527,69.376802,4.233603,3
947142,-4.085741,-9.266197,1.088734,11.398563,55.647111,4.994909,3
947153,-4.137188,-9.346359,1.196411,8.852127,41.199799,5.231176,3
947163,-4.033100,-9.430107,1.266998,6.760725,26.542480,5.266180,3
947173,-4.000797,-9.466000,1.238285,5.378124,11.937660,5.432442,3
947183,-3.879959,-9.413357,1.173679,4.433054,-2.247125,5.554949,3
947194,-3.705283,-9.388233,1.124626,3.164213,-15.688107,5.904974,3
947204,-3.601195,-9.371483,0.920040,1.895371,-28.114006,6.386259,3
947214,-3.498304,-9.345161,0.920040,0.547773,-39.726105,6.675030,3
947224,-3.233897,-9.226719,0.658026,-1.333615,-50.218124,6.998806,3
947234,-3.233897,-9.226719,0.658026,-3.451270,-59.651308,7.165066,3
947244,-3.102293,-9.151344,0.387637,-5.980204,-67.771912,7.410086,3
947254,-2.995812,-9.147755,0.387637,-8.666649,-74.859924,7.917622,3
947264,-2.961117,-9.269791,0.105284,-11.151832,-81.142883,14.270588,3
947274,-2.961117,-9.269791,0.105284,-13.584508,-86.734562,16.992035,3
947284,-2.928813,-9.239880,0.074177,-15.124622,-91.311131,10.534066,3
947294,-2.873778,-9.229111,0.074177,-16.279701,-95.721436,10.000279,3
947303,-2.955133,-9.308075,0.032303,-17.172264,-100.201786,11.794156,3
947313,-2.995812,-9.419342,-0.066999,-17.881065,-104.804623,13.211762,3
947323,-2.884545,-9.487534,-0.171087,-19.001152,-109.109926,12.957993,3
947333,-2.635692,-9.437286,-0.346959,-20.488763,-112.382686,12.695473,3
947342,-2.417946,-9.323627,-0.521635,-21.827600,-114.071536,13.115501,3
947352,-2.281555,-9.239880,-0.605384,-23.262718,-114.211571,13.824307,3
947362,-2.243270,-9.359520,-0.656829,-25.109093,-113.178980,13.526783,3
947372,-2.297108,-9.444462,-0.671186,-26.255434,-111.691344,11.969169,3
947381,-2.355733,-9.402592,-0.673579,-26.701715,-110.326266,10.910343,3
947391,-2.343768,-9.391823,-0.733400,-27.104242,-108.961177,10.621575,3
947401,-2.222931,-9.440876,-0.880558,-27.541778,-106.983554,10.744079,3
947411,-1.880757,-9.597607,-1.104287,-27.594278,-103.387022,11.155361,3
947422,-1.506281,-9.857227,-1.290927,-26.456704,-97.401552,11.216611,3
947432,-1.296909,-9.936188,-1.404586,-23.989015,-89.193487,10.429058,3
947443,-1.189232,-9.921833,-1.446460,-21.258812,-79.935274,9.168964,3
947453,-1.197607,-9.923027,-1.442871,-18.948647,-70.353332,7.436337,3
947464,-1.343569,-9.836887,-1.350748,-16.874742,-61.182666,5.301182,3
947474,-1.540977,-9.772282,-1.130608,-15.500901,-53.079591,3.402292,3
947485,-1.829312,-9.830906,-1.042073,-14.765847,-46.061568,1.993440,3
947495,-1.915453,-9.867992,-0.969093,-13.768272,-40.067368,1.170880,3
947505,-1.974077,-9.827316,-0.918843,-12.070649,-34.755738,0.663343,3
947515,-1.960917,-9.745960,-0.880558,-9.987995,-29.969156,0.575837,3
