-0.345763,-10.1252,0.0993021,-6.82498,-29.4087,15.5575,10
-0.175872,-10.0582,-0.0801595,-4.07749,-43.9424,10.4912,10
-0.113659,-10.014,-0.144766,-3.62249,-47.8886,9.21372,10
-0.04666,-9.9984,-0.212961,-3.23749,-51.3711,8.10247,10
-0.0287139,-10.0271,-0.246461,-2.59874,-54.2936,6.98248,10
-0.00239282,-9.9984,-0.338584,-1.77625,-56.6998,6.15123,10
0.0861416,-9.94456,-0.392423,-0.936248,-58.8261,5.62623,10
0.148355,-9.87159,-0.473778,-0.358749,-60.4798,5.29374,10
0.191426,-9.81655,-0.533599,-0.0612498,-61.5561,5.03999,10
0.252443,-9.82612,-0.575474,-0.0262499,-62.4311,5.17124,10
0.354137,-9.8991,-0.664008,-0.11375,-62.8948,5.30249,10
0.391226,-9.94098,-0.705882,1.75875,-61.3023,3.85874,10
0.428315,-10.0678,-0.766899,2.24874,-60.6986,3.47374,10
0.435493,-10.1168,-0.79322,3.79749,-59.0273,1.95124,10
0.428315,-10.1503,-0.765703,4.87374,-57.9861,0.612498,10
0.494118,-10.2245,-0.784845,5.85373,-56.9186,-1.1025,10
0.480957,-10.2568,-0.857826,7.09623,-55.2824,-3.43874,10
0.43669,-10.185,-0.862612,8.78498,-53.4361,-5.80123,10
0.41994,-10.1252,-0.800399,9.87872,-51.8961,-7.81373,10
0.464207,-10.2831,-0.82672,10.0187,-50.1811,-9.70372,10
0.551545,-10.3537,-0.815952,10.2812,-48.4224,-11.9525,10
0.709471,-9.85603,-0.741775,14.0612,-31.2112,-31.2374,10
0.838684,-9.87159,-0.766899,12.2937,-28.3674,-33.4249,10
0.943968,-9.90269,-0.794416,10.745,-25.3749,-36.3999,10
1.01216,-9.82971,-0.765703,9.93997,-22.0149,-39.7249,10
1.12343,-9.6993,-0.728614,9.04747,-18.5587,-42.6736,10
1.24546,-9.6993,-0.717846,7.31498,-14.8925,-44.9311,10
1.24546,-9.6993,-0.717846,6.08998,-11.1737,-46.6374,10
1.31366,-9.66819,-0.76331,4.61124,-7.22748,-48.0549,10
1.3651,-9.51266,-0.731007,3.32499,-3.17624,-49.3936,10
1.43809,-9.3978,-0.691525,1.54,0.682498,-49.5424,10
1.71924,-9.56052,-0.665204,-3.96374,11.2437,-48.5886,10
1.7348,-9.51027,-0.613759,-4.57624,14.4812,-48.2299,10
1.75513,-9.47318,-0.587438,-5.20624,17.3425,-47.2236,10
1.79701,-9.52702,-0.550349,-6.00248,19.6087,-45.7536,10
1.84367,-9.64187,-0.551545,-6.25623,21.5949,-44.0299,10
1.84726,-9.667,-0.534796,-5.46873,23.3624,-42.5686,10
1.85922,-9.61914,-0.509671,-4.19124,24.6137,-40.6961,10
1.89631,-9.52343,-0.485743,-3.20249,25.2699,-38.5524,10
1.94776,-9.43968,-0.429511,-2.57249,25.6199,-36.2424,10
2.00159,-9.42532,-0.418744,-2.30999,25.7337,-33.6611,10
2.25404,-9.40738,-0.374477,-0.857497,25.9612,-25.8737,10
2.32104,-9.46241,-0.0131605,-7.47248,32.0336,7.96248,10
2.32104,-9.46241,-0.0131605,-7.55998,31.7887,8.34748,10
2.24447,-9.48514,0.0287139,-7.68248,31.0974,8.56623,10
2.12602,-9.53419,0.0658026,-7.89248,30.1262,8.70623,10
1.96929,-9.55932,0.13998,-7.67373,28.6037,8.62748,10
1.89631,-9.62751,0.175872,-7.53373,26.3899,8.54873,10
1.81376,-9.74955,0.211765,-7.36748,23.6074,8.37373,10
1.74078,-9.77946,0.210568,-6.41373,20.7287,7.91873,10
1.68694,-9.78185,0.246461,-5.31998,17.6574,7.45498,10
1.64985,-9.8345,0.18664,-2.16124,8.51372,6.98248,10
1.66899,-9.79023,0.214157,-0.813748,5.36373,6.35248,10
1.68933,-9.75673,0.178265,0.174999,2.86999,6.14248,10
1.70728,-9.70648,0.145962,0.918747,0.358749,5.65248,10
1.72881,-9.65623,0.107677,1.39125,-2.09124,5.38124,10
1.7659,-9.62871,0.087338,1.49625,-4.26124,5.04874,10
1.78026,-9.66101,0.0382851,1.47875,-6.04623,4.81249,10
1.8341,-9.67418,0.00478564,1.68,-7.51623,4.60249,10
1.87478,-9.667,-0.026321,1.99499,-8.44373,4.42749,10
1.92742,-9.67178,-0.0586241,2.23999,-8.96873,4.29624,10
2.02792,-9.60837,-0.12323,2.49374,-9.00373,3.09749,10
2.05424,-9.62871,-0.138784,2.27499,-8.67123,2.86999,10
2.07577,-9.62632,-0.155533,2.23124,-8.23373,2.41499,10
2.06381,-9.59401,-0.159123,2.07374,-7.78748,2.04749,10
2.07577,-9.60957,-0.163908,1.75,-7.27998,1.92499,10
2.07936,-9.61795,-0.159123,1.47875,-6.61498,1.8725,10
2.08295,-9.62632,-0.168694,1.4525,-5.89748,1.74125,10
2.09491,-9.62632,-0.157926,1.3825,-5.23248,1.47,10
2.0997,-9.65623,-0.154337,1.26875,-4.71624,1.225,10
2.11166,-9.67896,-0.149551,1.23375,-4.11249,0.866247,10
2.08295,-9.62632,-0.129212,1.505,-2.37124,-0.472499,10
2.11166,-9.61675,-0.125623,1.39125,-1.99499,-0.909997,10
2.12004,-9.5653,-0.101695,1.37375,-1.645,-1.3825,10
2.12363,-9.5653,-0.102891,0.944997,-1.295,-1.6275,10
0.108873,-9.71844,-0.814755,-0.673748,3.93749,-1.68875,10
0.111266,-9.70289,-0.808774,-1.1375,5.31998,-1.77625,10
0.0693918,-9.67298,-0.795613,-1.61875,6.65873,-1.81999,10
0.0239282,-9.55573,-0.829112,-2.10874,7.90123,-1.7675,10
-0.0251246,-9.31765,-0.851844,-3.13249,9.03872,-1.56625,10
-0.0311067,-9.08195,-0.786041,-5.53873,9.85247,-1.1375,10
-0.0239282,-9.01376,-0.745364,-9.37122,10.255,-0.341249,10
0.0143569,-9.16809,-0.7334,-13.5537,10.5,0.971247,10
0.0849452,-9.40977,-0.751346,-16.2575,10.9812,2.88749,10
0.0622133,-9.45643,-0.829112,-15.9687,14.9012,11.3925,10
0.020339,-9.39422,-0.869791,-16.1612,15.785,14.6037,10
-0.0598205,-9.39422,-0.866201,-16.6512,16.3537,17.3862,10
-0.149551,-9.38105,-0.835095,-17.2112,16.4937,19.7049,10
-0.200997,-9.40379,-0.812363,-17.9812,16.1612,21.5337,10
-0.290728,-9.48873,-0.815952,-18.9612,15.1812,22.9687,10
-0.407976,-9.5665,-0.82313,-19.5912,13.755,23.9399,10
-0.586241,-9.57966,-0.783649,-19.6612,11.9087,24.5087,10
-0.748953,-9.6,-0.741775,-19.6524,9.37997,25.0687,10
-0.912861,-9.67657,-0.715453,-19.8449,6.07248,25.5062,10
-1.30169,-9.98644,-0.692722,-18.2262,-7.12248,24.5437,10
-1.44407,-9.97807,-0.68674,-16.8437,-12.355,23.5899,10
-1.60439,-9.97807,-0.68674,-15.6275,-17.9549,22.5224,10
